Query,Model Type,sBERT model,Result #,Score,Lesson ID,Title,LLIS-Designated Topics,Phase,LLIS Text
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-6-v3,2,0.39806604385375977,1250,Network Security/Reduction of Vulnerabilities/Penetration Exercises,,Not Specified,"The terrorist attacks on September 11 emphasized the need for increased security of all national assets including NASA's computer systems. Since many of these systems safeguard the lives of astronauts and cosmonauts and the safety of valuable international assets, it is crucial that security vulnerabilities be fully understood and closely managed.Accelerate the schedule of penetration exercises to gain greater insights into computer security vulnerabilities; determine if further threat analysis should be conducted; review all vulnerabilities; and ensure that plans are adequately formulated to mitigate these vulnerabilities and that work is proceeding to prevent critical systems from being compromised. Accelerate the schedule for the implementation of triple Data Encryption System (DES).Terrorist attacks of 9/11 have reinforced the need to protect NASA network and communications resources from intrusion.The Agency and Center IT security program is a risk-based management and acceptance process. The program continues to evolve to incorporate and facilitate tools and metrics for greater insight into security vulnerabilities. Currently the Centers perform quarterly vulnerability scans and metrics that are reported to the Agency. The vulnerabilities found are reviewed and worked through a defined process. Mission Critical systems external interfaces such as those of the JSC Mission Control Center with the JSC Institutional Network are included in these quarterly assessments. We will continue to work to improve this process and capability as new technologies and tools become available. The change to incorporate the triple DES has been negotiated with the contractor; a probabilistic risk assessment associated with losing S-band communications is being conducted prior to Program implementation."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-6-v3,3,0.3766856789588928,8401,Schedule Early Generation and Validation of Simulated Science Datasets,"Integration and Testing, Program Management, Ground Equipment, Information Technology / Systems, Test & Verification, Ground support systems, Configuration control and data management, Science integration",Implementation » Phase D,"The Orbiting Carbon Observatory project was unable to generate simulated science data that covered all critical operational modes, which impacted the completeness of system testing. Early in the project lifecycle, project management should define which science datasets, both simulated and captured, will be required for use during system testing. Project management should also require the Project Element Managers to collaborate in defining these needs.Simulated science data is needed by multiple groups within a project team to test their respective SDPS elements. Even though the specific needs of each group may vary, a cooperative effort among the different groups may reduce the amount of time required to generate an adequately complete set of simulated data for system test. If the project fails to plan the timely generation of a complete set of simulated data, system testing may be unable to verify and validate all critical operational modes.Early in the project lifecycle, project management should define which science datasets, both simulated and captured, will be required for use during system testing. Schedules should allocate adequate time to ensure that all required simulated datasets are generated and validated in time for system testing. Project management should also require the various Project Element Managers (PEMs) to collaborate in this effort. Early in Phase C/D and well before the thermal-vacuum test cycles, PEMs should document their specific data simulation needs and their plans to simulate the required datasets. Based on these brief documents, the project team can collectively determine how the members can most efficiently generate all of the requisite simulated datasets.A Science Data Processing System (SDPS) is typically developed for a NASA project to accommodate the huge quantities of raw science data downlinked from instruments or experiments over the course of a mission. Sometimes referred to as a Science Data System (SDS), the SDPS converts telemetry into higher level science data products provided to the science community for research and applications. The SDPS is centered at the NASA/Caltech Jet Propulsion Laboratory (JPL) on JPL-managed missions, where JPL is responsible for processing and distributing data products in a timely manner as required to meet mission objectives. Figure 1 depicts the science data flow to and from the science data processing function. One critical task in SDPS development is data simulation, a technique that provides visualizations of the extremely large and complicated science datasets and permits verification of the system. Figure 1. The science data processing function is depicted within the context of the entire Mission Operations System (MOS) for the Orbiting Carbon Observatory mission Legend: OSC– Orbital Sciences Corp; GSFC– NASA Goddard Space Flight Center The Orbiting Carbon Observatory (OCO), an Earth orbiting satellite mission managed by JPL, was designed to make precise, time-dependent, global measurements of atmospheric carbon dioxide (CO2). In developing the SDPS for OCO, The Ground Data System (GDS) Team (which is responsible for spacecraft and instrument monitoring and operations) did a good job of leveraging the Instrument and Observatory thermal-vacuum test output to generate datasets for system testing (Reference (1)). The team generated multiple sets of data that represented varying conditions. These data provided a good basis for OCO system testing. Unfortunately, the GDS Team was unable to generate simulated data that covered all critical operational modes. The team only generated Attitude Control System (ACS) data for the Nadir mode, and was unable to generate ACS data in the Glint or Target modes. Further, the team was not able to generate data that could run through Level 2. The Instrument thermal-vacuum tests recorded only direct solar observations, rather than solar light reflected off the surface of the Earth. The science retrieval algorithms could not work with direct solar observations. It should be noted that, despite the best efforts of the team that plans and performs an SDPS test, it is not uncommon for the SDPS test configuration and environment to be unable to generate certain characters of test data. In such cases, certain simulated data sets are generated by the science instrument during system-level testing (e.g., thermal-vacuum test), while other types of simulated data are generated by an algorithm scientist and inserted into the processing chain to exercise and validate certain science data product software executables. The Algorithm Team generated a partial orbit of spectra that simulated the spectra that they expected to see in flight. The GDS obtained that dataset, manipulated it into an OCO L1B (registered radiance at the sensor product dataset) file, and gathered the ancillary data needed to run the dataset through the Level 2 AOPD (Agent-Oriented Program & Design algorithm) PGE (Product Generation Executive). Even at launch, however, that dataset had not yet been diffused into the system testing process. For OCO, the full set of required test cases was not identified soon enough to conduct the additional planning needed for their generation. For the OCO-2 follow-on project, the full set of simulated test cases was known, and the GDS Team began early to determine which sets should be implemented and which sets the project could omit as an acceptable risk. References: P.J. Guske, “OCO (Orbiting Carbon Observatory) Project Lessons Learned Document (Final),” JPL Document No. D-26172, July 7, 2009, Paragraph 3.7.6.JPL has referenced this lesson learned as additional rationale and guidance supporting Paragraph 5.7.1 (“Management Practices: Spares, Testbeds, and Models”) in the Jet Propulsion Laboratory standard “Flight Project Practices, Rev. 9,” JPL DocID 58032, August 21, 2012."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-6-v3,4,0.36662864685058594,21301,Open-Source and Commercial Web Software Vulnerabilities,"Engineering Design, Integration and Testing, Computers, Information Technology / Systems, Risk Management / Assessment, Software, Software Engineering",Not Applicable,"The use of commercial web software, especially open-source packages, can introduce additional IT security risks to software development projects. By nature these software packages are widely available and are subject to analysis and compromise by communities dedicated to identifying and exploiting vulnerabilities. Projects utilizing commercial web software should proactively monitor security bulletins, conduct penetration testing, and ensure efficient and effective team working structures and processes in order to mitigate this risk.Patch releases may not be available when exploits are identified. Teams should be prepared to handle these types of situations. Incident drills are a useful tool, but at the end of the day the most important asset is the ability of the team to respond to the issue at hand efficiently and effectively. The development and operations teams must be well-coordinated. DevOps working models are highly recommended and ensure constant collaboration and involvement between the two teams. Both teams should have a strong understanding of the roles, responsibilities, and capabilities of members of each team, and should be familiar with working together to overcome issues. Active monitoring of common security bulletin networks, and even software-specific bulletins, may not be sufficient in order to identify zero-day vulnerabilities. Additional, specific information avenues should be explored for crucial software components. Commercial intrusion detection / prevention mechanisms and web application firewalls may not monitor certain attack vectors. Each application must be analyzed based on its individual components in order to determine which aspects need additional monitoring, and these monitoring devices should be tailored to the application.Ensure all software packages are kept up-to-date with the latest official release. This will likely cause the project to incur additional operations cost (including development and regression testing) and should be included up-front in the project plan and estimate. Do not accept (or at least critically evaluate) software packages that are not well-maintained and do not have a healthy user community. Do not accept (or at least critically evaluate) software packages that do not have a security bulletin / notification process. Critically evaluate software packages that have many dependencies, as this can make it more difficult to maintain this software and upgrade on short notice, if need-be. Maintain an approved IT Security Plan that addresses software patch update processes and an Incident Response Plan. At a minimum, conduct Incident Response plan drills annually. Actively seek out security bulletins and information that may be posted on less conventional security news distribution networks. As an example, actively monitor Metasploit (and other penetration testing software) package additions. Active monitoring of CVEs is likely not sufficient, especially when dealing with zero-day exploits. Incorporate custom log-monitoring and notification solutions tailored to your system and your team’s needs. Do not rely entirely on commercial intrusion detection/prevention packages – take proactive action to protect your application with multiple security layers.In March 2017, a Chinese vulnerability assessment company posted an exploit for the popular Apache Struts2 web framework. Within hours, an addition to a common penetration testing application called Metasploit had been added that would scan for this vulnerability. This caused the attack vector of the exploit to be rapidly distributed before the software vendor could post a patch update to fix the issue. This zero-day exploit was quickly picked up by several malicious groups and used to attack websites using the Struts2 framework. Among those attacked were several public-facing NASA sites, including NASA TechPort (https://techport.nasa.gov). Up to this point, the only mention of this vulnerability by the software vendor was a post on their wiki page describing a potential vulnerability of moderate concern - no Mitre Common Vulnerabilities and Exposures (CVE) had been created and no patch release had been announced. The issue was further exacerbated by the notoriously high level of effort required to update the Struts2 software package due to extensive dependencies and breaking changes between major release versions. Because the NASA TechPort Team had incorporated log-monitoring and notification mechanisms, they were notified within a matter of minutes of suspicious behavior. The TechPort Team immediately invoked their Incident Response Plan and gathered the key members of the Response Team, which included the system administrator, security lead, and technical lead. After assessing the situation and determining that no patch was available from the vendor, the TechPort Team devised a custom solution to the issue which was rapidly tested and deployed. The success of this fix was primarily due to the TechPort Team’s DevOps working model and the rapid deployment capabilities of a team-operated cloud computing environment."
cyber security measures for data and systems,cosine,msmarco-MiniLM-L-6-v3,5,0.36493873596191406,1133,Computer Hardware-Software/International Space Station/Uplink Encryption,,Not Specified,"The recent compromising of the Data Encryption Standard (DES) suggests that the ISS command uplink may not be sufficiently protected.NASA should engage the National Security Agency to conduct a thorough evaluation of the level of protection provided by the current system and proceed as rapidly as feasible with its plans for a more secure encryption system for the ISS. Potential vulnerabilities of the ground elements of the system should also be assessed.Compromising of the current Data Encryption Standard (DES)NASA concurs with the recommendation. The ISS Program Office has been working with the NASA HQ Security Office, the NSA and NIST to define an acceptable replacement for DES. The newly selected encryption standard for ISS is Triple-DES, as approved at the Avionics Software Control Panel on March 17, 1999.The target date to begin implementation is assembly flight 9A with completion at 13A."
cyber security measures for data and systems,dot,msmarco-distilbert-base-dot-prod-v3,1,0.6002415418624878,1150,Agency-Wide/Computer Hardware-Software/Computer Security,,Not Specified,"Further analysis of NASA's planned agency-wide computer security system is needed to understand its vulnerabilities and the programs and activities to which the system should be applicable.Conduct a thorough analysis, together with the National Security Agency, to determine the level of computer security required by the Agency, the level of security that can be expected from the system and its most serious vulnerabilities. Also require all major mission or safety critical programs to have a qualified third party conduct a computer vulnerability analysis of their designs as soon as possible.Agency-Wide Computer System VulnerabilitiesNASA concurs in principle with both parts of this recommendation. Regarding analysis with the National Security Agency (NSA), we conducted a thorough internal study in 1998 to determine the level of required computer security, and GAO audited our computer security the same year. In addition, we are using a combination of internal audits/tests and third-party audits/tests to determine our security at a technical level. Our metrics also provides ongoing information about the adequacy of our computer security. Finally, the NASA Inspector General has made computer security a high priority for audits and inspections. Thus, we are not sure that adding another layer of analysis by the NSA will add commensurate value. Every analysis or audit disturbs ongoing work, and, at some point, additional analyses can actually degrade security because they have negative marginal value. We will discuss with the NSA what services that they could provide, to establish whether contracting with them would add significant value above what is already underway. Regarding major mission systems, we believe that there is merit in the recommendation but wish to consult with owners of such systems before levying this requirement. We require that managers of all ""special management attention"" systems complete IT security plans and provide written authorization to operate those systems this fiscal year. We expect that all major mission or safety critical systems are included among the special management attention systems. Thus, these activities will provide a documented baseline for discussion regarding the value of third-party analyses."
cyber security measures for data and systems,dot,msmarco-distilbert-base-dot-prod-v3,2,0.5900368690490723,1175,Computer Hardware-Software/System Security/Personnel Awareness and Training,,Not Specified,"NASA has initiated a well-founded, broadly encompassing computer security program to ensure that its computer systems are protected from hostile attacks, but development of security plans for all systems is lagging. Also, the function of Computer Security Officer has typically been added to the responsibilities of systems administrators.16a. Complete and maintain security plans for all appropriate computer systems and ensure that the computer security program is sustaining. 16b. Ensure that computer systems administrators are properly trained in computer security.Delays in Drafting and Implementing Computer System Security Plans and Training Especially for System Administrators16a. Code AO - Concur: We concur with the ASAP recommendation. Progress since the ASAP review consistent with the recommendation is shown below: Current Status of Computer Security Plans and Sustainability of Computer Security Program Status of Computer Security Plans: As of the second quarter of FY 2001, computer security plans for 100 percent of SMA (Special Management Attention) Systems have been completed, including authorization to operate; 97 percent of SMA Systems have all protective measures completed as stipulated in their plans; three systems have completed interim measures that give adequate security. SMA Systems are NASA's most critical systems. Sustainability of Computer Security Program: In FY 1999, NASA spent $28 million on IT security programs and measures. That amount has more than tripled in FY 2000 as NASA introduced an aggressive, Agency-wide program that stressed closer monitoring, improved reporting, expanded training, and better technology. The FY 2000 budget of $91 million targeted the Space Flight and Earth Science Enterprises for particular emphasis, with those two business units receiving 80 percent of the ITS budget. Future Computer Security Plans for Computer Systems and Plans for Ensuring Sustainability of the Computer Security Program Future Computer Security Plans for Special Management Attention (SMA) Systems: SMA Systems: By September 30, 2001 - remaining 2.4 percent of systems have completed protective measures stipulated in their plans; Mission (MSN) & Business & Restricted Technology (BRT) Systems: By June 1, 2001 - 100 percent have IT security responsibility assigned; By October 1, 2001 - 100 percent have signed IT Security Plans authorizing processing. Sustainability of the Computer Security Program: The Agency will increase the ITS budget by over ten percent in FY 2001 to $101 million, primarily to improve monitoring, protect data, and enhance technology at all Centers. 16b. Code AO - Concur: We concur with the recommendation. Status of system administrator training is shown: Current Status of Computer Security Training for Systems Administrators As of the first quarter of FY 2001, 35.6% of system administrators have received basic awareness training and IT security training for UNIX or NT systems. This is below the target of 50%. Future Computer Security Training Plans for Systems Administrators System Administrators By October 1, 2001- 90 percent of all system administrators completed during FY 2001 either the FY 2000 or the FY 2001 ""ITS Overview"" training on SOLAR or equivalent training. By October 1, 2001- 80 percent of administrators of UNIX systems completed ""UNIX Security for System Administrators"" training on SOLAR or equivalent training.* By October 1, 2001 - 80 percent of administrators of NT systems completed ""NT Security for System Administrators"" on SOLAR or equivalent training. We believe that the ITS program has made significant progress in the past two fiscal years as indicated in our response."
cyber security measures for data and systems,dot,msmarco-distilbert-base-dot-prod-v3,3,0.5455498695373535,1021,Computer Software/Software Safety Policy Requirements/Potential Inadequacies,,Not Specified,"NASA's Agencywide software safety policy allows projects latitude to tailor their software safety plan for safety-critical software. It does not, however, require projects to obtain center Safety and Mission Assurance (S&MA) approval of the tailored software safety plans nor does it require Verification and Validation (V&V) per se. While the software assurance standard does mention V&V, it does not require any independence of V&V for safety-critical software.27a. NASA should require approval of a project's tailored software safety plan by both the center S&MA organization and by one administrative level higher than that making the request. 27b. NASA's software safety plan should require formal V&V of safety-critical software. Testing alone does not suffice. 27c. NASA should develop an explicit policy that requires independent V&V for safety-critical software.Potential Inadequacy of NASA Agencywide Software Safety Policy Requirements27a. NASA agrees with the intent of this recommendation but believes the requirements for formal system safety program plans and software management plans exist and, with proper and firm enforcement, fulfill the objective of this recommendation. To be sure that these requirements are perfectly understood, the Office of Safety and Mission Assurance (OSMA) will update NSS 1740.13, ""NASA Software Safety Standard,"" to explicitly state that the program/project manager for programs/projects perform an assessment to determine, based on the level of criticality and risk, the scope and level of Independent Verification and Validation (IV&V) to be planned. The results of the assessment will be formally reviewed by Center Safety and Mission Assurance (SMA). The program/project manager, in consultation with SMA, will tailor an approach to ensure that the appropriate V&V requirements are established and implemented. The OSMA will place more emphasis on the implementation and enforcement of these existing requirements. Process verification, recently established in the OSMA, will be used to evaluate and enforce these existing policy and requirements more aggressively. NASA is committed to assuring that required program management plans and any subordinate plans such as software or safety management plans cover the essential requirements for programs where warranted by cost, size, complexity, lifespan, risk, and consequence of failure. Additional changes are being incorporated into NPG 7120.5, ""NASA Program/Project Management Guide"" (currently under development), to ensure that necessary and sufficient requirements will be fulfilled for programs having software vulnerabilities. SMA organizations at each level are to be a party to these decisions and are to intervene where necessary to assure that proper and clearly documented decisions are made by the appropriate level of management. The Program Management Councils could play a role in adjudicating any issues with the content of program management plans. 27b. NASA agrees with the intent of this recommendation and is confident that NPD 2820, ""NASA Software Policies"" (currently under development), will ensure that software management and/or safety plans developed for any NASA program/project will specify the level of V&V and types of testing that should be implemented. NPD 2820 policy relating to software V&V states that NASA will create and/or acquire and maintain software through risk-based management. Risk management products shall be documented or referenced in a management plan. NASA will employ V&V, IV&V, and other trusted verification techniques for appropriate risk mitigation based on the cost, size, complexity, lifespan, risk, and consequence of failure. NSS 1740.13 is not a NASA Software Safety Plan. The level of detailed requirements that the ASAP is recommending be in NSS 1740.13 more appropriately belongs in the documents that the programs and projects will prepare in response to NSS 1740.13. These details need to be documented in the Software Management Plan (SMP), the System Safety Program Plan (SSPP), or the Program Management Plan (PMP). NASA maintains that the requirement stated in NASA-STD-2100-91, ""Software Documentation Standard,"" suffices as a requirement for addressing the issue of V&V for programs. NHB 1700.1, ""NASA Safety Policy and Requirements Document,"" requires NASA program managers to publish and maintain an approved NASA Safety Management Plan (SMP). The program manager is responsible for approval of the NASA SMP and contractor Safety Program Plan (SPP). The system safety manager (SSM), assigned by the program manager (PM) from the Center Safety and Mission Assurance organization, prepares the SMP. The SSM, reviews the contractor's SPP and provides recommendations to the PM. The SSM, upon review of the contractor's SPP, will have the required insight into the approach for software V&V to ensure that a proper balance of analyses, inspections, and testing is planned for the entire life cycle of the program. NASA's SMA organizations at the NASA Centers are currently involved in the review of V&V plans for software and do make recommendations to the PM. 27c. NASA agrees with the premise that safety-critical software is a prime candidate for IV&V; however, it is NASA's position that all software determined to be safety-critical by engineering or safety analyses need not be subjected to IV&V. To be sure that program/project managers plan for the proper level of both V&V and IV&V from the outset, the OSMA will update NSS 1740.13, ""NASA Software Safety Standard,"" to explicitly state that program/project managers perform an assessment to determine the scope and level of IV&V based on the level of criticality and risk. The results of the assessment will be formally reviewed by SMA. This way, the program/project manager, in consultation with SMA, will tailor an approach to ensure that the appropriate V&V requirements are established and implemented. NPD 2820 has incorporated the proper approach for software on NASA programs/projects; the directive requires program managers to employ IV&V, V&V, and other proven verification techniques for risk mitigation, based on cost, complexity, risk, and consequence of failure. NPG 7120.5, ""NASA Program/Project Management Guide"" (currently under development), will reflect some of the requirements now found in documents that program managers may not normally review for compliance."
cyber security measures for data and systems,dot,msmarco-distilbert-base-dot-prod-v3,4,0.5307992100715637,21301,Open-Source and Commercial Web Software Vulnerabilities,"Engineering Design, Integration and Testing, Computers, Information Technology / Systems, Risk Management / Assessment, Software, Software Engineering",Not Applicable,"The use of commercial web software, especially open-source packages, can introduce additional IT security risks to software development projects. By nature these software packages are widely available and are subject to analysis and compromise by communities dedicated to identifying and exploiting vulnerabilities. Projects utilizing commercial web software should proactively monitor security bulletins, conduct penetration testing, and ensure efficient and effective team working structures and processes in order to mitigate this risk.Patch releases may not be available when exploits are identified. Teams should be prepared to handle these types of situations. Incident drills are a useful tool, but at the end of the day the most important asset is the ability of the team to respond to the issue at hand efficiently and effectively. The development and operations teams must be well-coordinated. DevOps working models are highly recommended and ensure constant collaboration and involvement between the two teams. Both teams should have a strong understanding of the roles, responsibilities, and capabilities of members of each team, and should be familiar with working together to overcome issues. Active monitoring of common security bulletin networks, and even software-specific bulletins, may not be sufficient in order to identify zero-day vulnerabilities. Additional, specific information avenues should be explored for crucial software components. Commercial intrusion detection / prevention mechanisms and web application firewalls may not monitor certain attack vectors. Each application must be analyzed based on its individual components in order to determine which aspects need additional monitoring, and these monitoring devices should be tailored to the application.Ensure all software packages are kept up-to-date with the latest official release. This will likely cause the project to incur additional operations cost (including development and regression testing) and should be included up-front in the project plan and estimate. Do not accept (or at least critically evaluate) software packages that are not well-maintained and do not have a healthy user community. Do not accept (or at least critically evaluate) software packages that do not have a security bulletin / notification process. Critically evaluate software packages that have many dependencies, as this can make it more difficult to maintain this software and upgrade on short notice, if need-be. Maintain an approved IT Security Plan that addresses software patch update processes and an Incident Response Plan. At a minimum, conduct Incident Response plan drills annually. Actively seek out security bulletins and information that may be posted on less conventional security news distribution networks. As an example, actively monitor Metasploit (and other penetration testing software) package additions. Active monitoring of CVEs is likely not sufficient, especially when dealing with zero-day exploits. Incorporate custom log-monitoring and notification solutions tailored to your system and your team’s needs. Do not rely entirely on commercial intrusion detection/prevention packages – take proactive action to protect your application with multiple security layers.In March 2017, a Chinese vulnerability assessment company posted an exploit for the popular Apache Struts2 web framework. Within hours, an addition to a common penetration testing application called Metasploit had been added that would scan for this vulnerability. This caused the attack vector of the exploit to be rapidly distributed before the software vendor could post a patch update to fix the issue. This zero-day exploit was quickly picked up by several malicious groups and used to attack websites using the Struts2 framework. Among those attacked were several public-facing NASA sites, including NASA TechPort (https://techport.nasa.gov). Up to this point, the only mention of this vulnerability by the software vendor was a post on their wiki page describing a potential vulnerability of moderate concern - no Mitre Common Vulnerabilities and Exposures (CVE) had been created and no patch release had been announced. The issue was further exacerbated by the notoriously high level of effort required to update the Struts2 software package due to extensive dependencies and breaking changes between major release versions. Because the NASA TechPort Team had incorporated log-monitoring and notification mechanisms, they were notified within a matter of minutes of suspicious behavior. The TechPort Team immediately invoked their Incident Response Plan and gathered the key members of the Response Team, which included the system administrator, security lead, and technical lead. After assessing the situation and determining that no patch was available from the vendor, the TechPort Team devised a custom solution to the issue which was rapidly tested and deployed. The success of this fix was primarily due to the TechPort Team’s DevOps working model and the rapid deployment capabilities of a team-operated cloud computing environment."
cyber security measures for data and systems,dot,msmarco-distilbert-base-dot-prod-v3,5,0.5287734270095825,1149,Agency-Wide/Computer Hardware-Software/Computer Security,,Not Specified,"NASA has initiated an agency-wide program to deal with general computer security. Significant parts of NASA's initial plan depend upon the voluntary compliance of system users including contractors.Expand the agency-wide security system development work to include less dependence on human compliance with the system. NASA should also require contractors to participate in its security efforts.Implementation of NASA Agency-Wide Computer Security PlanNASA concurs with both parts of the recommendation. Regarding less dependence on human compliance, all NASA Centers have installed software and hardware tools that automatically scan for hostile code, system vulnerabilities, and hostile intrusions. These tools are not perfect; they require human oversight. However, they do reduce the amount of manual labor and the amount of human discretion involved in finding and dealing with attacks. NASA is exploring with vendors the possibility of applying artificial intelligence techniques to identify patterns in intrusion detection data that may not be obvious. This field has not yet matured to the point that products or services are available, but we are hopeful that, in a year or two, prototype products may be available for evaluation. These products would reduce the amount of manual analysis required to identify attacks, and they would make it easier to correlate data from different Centers. We also use audits and metric reports to verify that human compliance has been adequate. For example, this year we will engage a third party to perform a technical audit of IT security provisions at three NASA Centers. Metric reports on security plans, training, and system vulnerabilities help us to track performance, thereby reducing discretion in compliance with NASA policy. However, IT security evolves rapidly. New threats must be countered manually until they are well enough understood for defense to be automated. Thus, we expect to rely on human intellect and energy to identify and deal with novel developments. Regarding requiring contractors to participate in its security efforts, we issued for comments, in January, a draft regulation to be included in the NASA supplement to the Federal Acquisition Regulations. This regulation would require NASA contractors, who operate computers or network systems on behalf of NASA, to adhere to appropriate provisions of NASA policies and procedures for information technology security. Comments on this draft have been dispositioned, and we expect the final regulation to be issued shortly. Also we are including contractors, such as the Consolidated Space Operations Contract, the Outsourcing Desktop Initiative for NASA, and the USA vendors, in various fora that coordinate IT security across systems operated on behalf of NASA. Although this effort is recent, we are seeing good cooperation. We expect integration of contractors to help maintain a seamless NASA IT security posture."
cyber security measures for data and systems,dot,msmarco-roberta-base-ance-firstp,1,0.9907824993133545,1250,Network Security/Reduction of Vulnerabilities/Penetration Exercises,,Not Specified,"The terrorist attacks on September 11 emphasized the need for increased security of all national assets including NASA's computer systems. Since many of these systems safeguard the lives of astronauts and cosmonauts and the safety of valuable international assets, it is crucial that security vulnerabilities be fully understood and closely managed.Accelerate the schedule of penetration exercises to gain greater insights into computer security vulnerabilities; determine if further threat analysis should be conducted; review all vulnerabilities; and ensure that plans are adequately formulated to mitigate these vulnerabilities and that work is proceeding to prevent critical systems from being compromised. Accelerate the schedule for the implementation of triple Data Encryption System (DES).Terrorist attacks of 9/11 have reinforced the need to protect NASA network and communications resources from intrusion.The Agency and Center IT security program is a risk-based management and acceptance process. The program continues to evolve to incorporate and facilitate tools and metrics for greater insight into security vulnerabilities. Currently the Centers perform quarterly vulnerability scans and metrics that are reported to the Agency. The vulnerabilities found are reviewed and worked through a defined process. Mission Critical systems external interfaces such as those of the JSC Mission Control Center with the JSC Institutional Network are included in these quarterly assessments. We will continue to work to improve this process and capability as new technologies and tools become available. The change to incorporate the triple DES has been negotiated with the contractor; a probabilistic risk assessment associated with losing S-band communications is being conducted prior to Program implementation."
cyber security measures for data and systems,dot,msmarco-roberta-base-ance-firstp,2,0.9893271327018738,21301,Open-Source and Commercial Web Software Vulnerabilities,"Engineering Design, Integration and Testing, Computers, Information Technology / Systems, Risk Management / Assessment, Software, Software Engineering",Not Applicable,"The use of commercial web software, especially open-source packages, can introduce additional IT security risks to software development projects. By nature these software packages are widely available and are subject to analysis and compromise by communities dedicated to identifying and exploiting vulnerabilities. Projects utilizing commercial web software should proactively monitor security bulletins, conduct penetration testing, and ensure efficient and effective team working structures and processes in order to mitigate this risk.Patch releases may not be available when exploits are identified. Teams should be prepared to handle these types of situations. Incident drills are a useful tool, but at the end of the day the most important asset is the ability of the team to respond to the issue at hand efficiently and effectively. The development and operations teams must be well-coordinated. DevOps working models are highly recommended and ensure constant collaboration and involvement between the two teams. Both teams should have a strong understanding of the roles, responsibilities, and capabilities of members of each team, and should be familiar with working together to overcome issues. Active monitoring of common security bulletin networks, and even software-specific bulletins, may not be sufficient in order to identify zero-day vulnerabilities. Additional, specific information avenues should be explored for crucial software components. Commercial intrusion detection / prevention mechanisms and web application firewalls may not monitor certain attack vectors. Each application must be analyzed based on its individual components in order to determine which aspects need additional monitoring, and these monitoring devices should be tailored to the application.Ensure all software packages are kept up-to-date with the latest official release. This will likely cause the project to incur additional operations cost (including development and regression testing) and should be included up-front in the project plan and estimate. Do not accept (or at least critically evaluate) software packages that are not well-maintained and do not have a healthy user community. Do not accept (or at least critically evaluate) software packages that do not have a security bulletin / notification process. Critically evaluate software packages that have many dependencies, as this can make it more difficult to maintain this software and upgrade on short notice, if need-be. Maintain an approved IT Security Plan that addresses software patch update processes and an Incident Response Plan. At a minimum, conduct Incident Response plan drills annually. Actively seek out security bulletins and information that may be posted on less conventional security news distribution networks. As an example, actively monitor Metasploit (and other penetration testing software) package additions. Active monitoring of CVEs is likely not sufficient, especially when dealing with zero-day exploits. Incorporate custom log-monitoring and notification solutions tailored to your system and your team’s needs. Do not rely entirely on commercial intrusion detection/prevention packages – take proactive action to protect your application with multiple security layers.In March 2017, a Chinese vulnerability assessment company posted an exploit for the popular Apache Struts2 web framework. Within hours, an addition to a common penetration testing application called Metasploit had been added that would scan for this vulnerability. This caused the attack vector of the exploit to be rapidly distributed before the software vendor could post a patch update to fix the issue. This zero-day exploit was quickly picked up by several malicious groups and used to attack websites using the Struts2 framework. Among those attacked were several public-facing NASA sites, including NASA TechPort (https://techport.nasa.gov). Up to this point, the only mention of this vulnerability by the software vendor was a post on their wiki page describing a potential vulnerability of moderate concern - no Mitre Common Vulnerabilities and Exposures (CVE) had been created and no patch release had been announced. The issue was further exacerbated by the notoriously high level of effort required to update the Struts2 software package due to extensive dependencies and breaking changes between major release versions. Because the NASA TechPort Team had incorporated log-monitoring and notification mechanisms, they were notified within a matter of minutes of suspicious behavior. The TechPort Team immediately invoked their Incident Response Plan and gathered the key members of the Response Team, which included the system administrator, security lead, and technical lead. After assessing the situation and determining that no patch was available from the vendor, the TechPort Team devised a custom solution to the issue which was rapidly tested and deployed. The success of this fix was primarily due to the TechPort Team’s DevOps working model and the rapid deployment capabilities of a team-operated cloud computing environment."
cyber security measures for data and systems,dot,msmarco-roberta-base-ance-firstp,3,0.9893180727958679,1464,Accident Investigations/Information Technology (IT) Security Constraints and Policy Governing IT system support to Major Mishap Investigations.,,Not Specified,"Clear IT security policies, consistent across all NASA Centers, need to be in place for care and management of ITAR, export control, and investigation sensitive information to avoid complications, cost, and delay.It is critical that NASA has in-place, clear and consistent IT security policies across all NASA centers as it relates to the care and management of ITAR, export control and investigation sensitive information.NASA must: Implement clear and consistent IT security policies across all NASA Centers as it relates to the care and management of ITAR, export control, and investigation sensitive information.On February 1, 2003 there was a NASA policy void concerning IT security requirements for web-based systems hosting ITAR and export controlled data. The NASA CIO deferred the policy to each Center CIO (in apparent contradiction of the “One NASA” vision), creating an inconsistent and confusing rule-set. The NASA CIO declined to clarify the need for two-factor-strong user authentication. Applications held to the higher standard of two-factor-strong user authentication requirements resulted in administrative burdens, hardware and software complications, cost, and delay.TBD NASA Response"
