,REPDATE,EVENT_ID,ENAME,ITYPE,DPRIORITY,ACTIVE,ACRES,PERSONNEL,LOCATE,EDAMAGE,ECOSTS,F_CONTAIN,CDATE,LATDEG,LATMIN,LONGDEG,LONGMIN,TEAMTYPE,TEAMNAME,GPRIORITY,CAUSE,STARTDATE,NEWACRES,NARRATIVE,UN_UNITID,UN_USTATE,SEQ_NUM,CY,HOUR,START_YEAR,FIRE_EVENT_ID,POO_LATITUDE,POO_LONGITUDE,AREA_MEASUREMENT,IMT_MGMT_ORG_DESC,INCTYP_IDENTIFIER,POO_STATE_NAME,INCIDENT_ID,COMPLEX_NAME,INCIDENT_NAME_CORRECTED,INCIDENT_NUMBER_CORRECTED,DISCOVERY_DATE_CORRECTED
215,1999-04-29,MN-MNS-,JUNEBERRY,WF,,N,1500.0,4.0,Roseau,,,100.0,4/29/99,0.0,0.0,0.0,0.0,,,,H,1999-04-28,0,wildfire,MNS,MN,1,1999,0.0,1999.0,MN-MNS-|1999|1,0.0,-0.0,Acres,,9851,MINNESOTA,,,,,
12007,2001-07-15,ID-BOF-F199,FROZEN DOG,WF,,N,1000.0,117.0,"one mile east of Emmet, ID",,,80.0,7/15/01,43.0,51.0,116.0,26.0,3,Whittier/Huston,,L,2001-07-14,0,"anticipate that resources currently assigned to the fire will start being demobed this evening.  rural fire departments were early this morning after threat to structures was eliminated.  this fire initially started as three separate lightning strike fires which later burned together.  the fires burned close to the town of emmett, finally merging into one blaze.  crews through the night to secure control lines, conducting burnouts and building dozer lines to protect structures and agricultural land.  the area has a fairly high scenic value due to proximity to emmett.  one local road was closed to traffic because of onlookers approaching the fire during a burnout operation last night.",BOD,ID,1,2001,0.0,2001.0,ID-BOF-F199|2001|1,43.85,-116.43333333333334,Acres,Type 3 Team,9851,IDAHO,,,,,
12039,2001-07-16,ID-BOF-F199,FROZEN DOG,WF,,N,1000.0,0.0,"one mile east of Emmet, ID",,,80.0,07/15/2001,43.0,51.0,116.0,26.0,3,Whittier/Huston,,L,2001-07-14,0,fire is demobed.  one local road was closed to traffic because of onlookers approaching the fire during a burnout operation last night.,BOD,ID,1,2001,0.0,2001.0,ID-BOF-F199|2001|1,43.85,-116.43333333333334,Acres,Type 3 Team,9851,IDAHO,,,,,
12540,2001-08-09,OR-VAD-182,IRON MOUNTAIN,WF,4,N,700.0,,"7 MI NW OF ROME, OREGON",,,0.0,,42.0,55.0,117.0,45.0,4,,,L,2001-08-09,0,"this lightning caused fire is 7 miles northwest of rome, or.  observed fire behavior was running.",VAD,OR,1,2001,0.0,2001.0,OR-VAD-182|2001|1,42.916666666666664,-117.75,Acres,Type 3 IC,9851,OREGON,,,,,
12587,2001-08-11,CA-MDF-582,DEER,WF,,N,100.0,55.0,15 MILES NORTH-WEST OF CANBY,,,100.0,08/10/2001,41.0,35.0,121.0,8.0,3,HAIGHT,,L,2001-08-08,0,hot tempratures nad low relative humidities.this fire was absorbed into the modoc complex,MDF,CA,1,2001,0.0,2001.0,CA-MDF-582|2001|1,41.583333333333336,-121.13333333333334,Acres,Type 3 Team,9851,CALIFORNIA,,,,,
12600,2001-08-11,J420,QUINN RIVER,WF,,N,950.0,88.0,South fork Quinn River @ Jakes Crk.,,,50.0,8/11/01,41.0,36.0,117.0,30.0,3,Andrew Dave,,L,2001-08-10,0,crew vehicle broke down. 9 people need rides back to town.  crews making good progress. monitering fire status.,WID,NV,1,2001,0.0,2001.0,J420|2001|1,41.6,-117.5,Acres,Type 3 Team,9851,NEVADA,,,,,
12615,2001-08-11,OR-LAD-405,MUSTANG,WF,,N,3500.0,31.0,"7 Mi SE of Wagontire, OR.",,,10.0,,43.0,10.0,119.0,46.0,3,Crumrine,,L,2001-08-11,0,the fire is burning actively in light fuels.  gusty winds have pushed the fire into inaccessable terrain.,LAD,OR,1,2001,0.0,2001.0,OR-LAD-405|2001|1,43.166666666666664,-119.76666666666667,Acres,Type 3 Team,9851,OREGON,,,,,
12626,2001-08-12,CA-MDF-582,DEER,WF,,N,100.0,55.0,15 MILES NORTH-WEST OF CANBY,,,100.0,08/10/2001,41.0,35.0,121.0,8.0,3,HAIGHT,,L,2001-08-08,0,hot tempratures nad low relative humidities.this fire was absorbed into the modoc complex,MDF,CA,1,2001,0.0,2001.0,CA-MDF-582|2001|1,41.583333333333336,-121.13333333333334,Acres,Type 3 Team,9851,CALIFORNIA,,,,,
12641,2001-08-12,J420,QUINN RIVER,WF,,N,1259.0,63.0,South fork Quinn River @ Jakes Crk.,,,100.0,08/12/2001,41.0,36.0,117.0,30.0,3,Andrew Dave,,L,2001-08-10,0,monitering fire status.,WID,NV,1,2001,0.0,2001.0,J420|2001|1,41.6,-117.5,Acres,Type 3 Team,9851,NEVADA,,,,,
12760,2001-08-14,NV-EKD-X-305,HOT LAKE,WF,,N,7000.0,25.0,"8 miles south of Midas, NV",,,0.0,,0.0,0.0,0.0,0.0,3,Ellis,,L,2001-08-12,0,as of today 8/14 the hot lake is a portion of the buffalo complex...from now on (including today) the info will be on the buffalo x286 large fire report.,EKD,NV,1,2001,0.0,2001.0,NV-EKD-X-305|2001|1,0.0,-0.0,Acres,Type 3 Team,9851,NEVADA,,,,,
12776,2001-08-14,OR-WSA-099,OLALLIE COMPLEX,WF,,N,150.0,,,,,,,0.0,0.0,0.0,0.0,2,Bue Mountain,,L,2001-08-14,0,the fire complex is managed as a complex with the warm springs indian reservation and the mt hood national forest.  the 209 will be submitted by the mt hood national forest.,WSA,OR,1,2001,0.0,2001.0,OR-WSA-099|2001|1,0.0,-0.0,Acres,Type 2 Team,9851,OREGON,,,,,
12881,2001-08-16,OR-VAD-225,BAKER COMPLEX,WF,,N,8520.0,120.0,"Vicinity of Baker, Ore.",,,30.0,8/18,0.0,0.0,0.0,0.0,2,Hartman,12.0,L,2001-08-16,0,"this block combines the acreage of the morgan mountain, cavannah, and white swan fires which will all become the baker complex beginning on 8/17.  a type 2 team (hartman) has assumed command of this complex as of 8/16, 1800.  tomorrow all fires will be reported under baker complex and the individual records will be inactivated.",VAD,OR,1,2001,0.0,2001.0,OR-VAD-225|2001|1,0.0,-0.0,Acres,Type 2 Team,9851,OREGON,,,,,
12889,2001-08-16,WA-OKF-097,TONASKET COMPLEX,WF,,N,1400.0,,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,,30.0,,48.0,53.0,119.0,57.0,2,Dunton / Andring,6.0,L,2001-08-13,0,red flag warning for high haines index and low rh today and into the evening. 50 structures threatened at the cape labelle fire.  other threats include forestland and livestock.  the flashy fuels and extreme fire behavior will continue causing control problems. possibility of dry lightning with erratic winds. spotting continues to occur on all three fires.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
12930,2001-08-17,OR-VAD-225,BAKER COMPLEX,WF,1,N,9260.0,242.0,"10 to 30 miles SE of Baker City, Ore.",,137000.0,100.0,8/17,44.0,44.0,117.0,38.0,2,Hartman,12.0,L,2001-08-16,0,"a federal incident command team (hartman) is assigned.  this complex consists of the morgan mountain, cavannah, white swan and durkee fires. intense fire behavior and flame lengths of 12-15 feet were observed today during burnout operations in heavy fuels.  a burnout was completed on the morgan mountain fire.  limited rehab work was begun.  the fire was contained 8/17 at 1800.  team scheduled to demob on sunday 8/19.",VAD,OR,1,2001,0.0,2001.0,OR-VAD-225|2001|1,44.733333333333334,-117.63333333333334,Acres,Type 2 Team,9851,OREGON,,,,,
12936,2001-08-17,WA-OKF-097,TONASKET COMPLEX,WF,1,N,2050.0,543.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,,22.0,9/04/01,48.0,53.0,119.0,57.0,2,Dunton / Andring,5.0,L,2001-08-13,0,a state of washington incident management team (dunton) is assigned.  red flag warning for high haines index and low rh today and into the evening. 50 structures threatened at the cape labelle fire & 100 structures threatened at the bailey fire .  other threats include forestland and livestock.  the flashy fuels and extreme fire behavior will continue causing control problems. possibility of dry lightning with erratic winds. spotting continues to occur on all three fires.  a fourth fire from the thirty mile's northeast tip that caused a 200 acre slop over will be incorporated into the tonasket complex on 8-17-01.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
12979,2001-08-18,OR-VAD-225,BAKER COMPLEX,WF,1,N,8884.0,266.0,"10 to 30 miles SE of Baker City, Ore.",,316.0,100.0,8/17,44.0,44.0,117.0,38.0,2,Hartman,12.0,L,2001-08-16,0,"a federal type ii incident command team (hartman) is assigned.  this complex consists of the morgan mountain, cavannah, white swan and durkee fires. minimal fire activity occurred today.  the team is currently mopping up the situation and preparing to transition to a type 3 ic on sunday 8/19.",VAD,OR,1,2001,0.0,2001.0,OR-VAD-225|2001|1,44.733333333333334,-117.63333333333334,Acres,Type 2 Team,9851,OREGON,,,,,
12988,2001-08-18,WA-OKF-097,TONASKET COMPLEX,WF,1,N,2940.0,643.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,877000.0,22.0,9/04/01,48.0,53.0,119.0,57.0,2,Dunton / Andring,5.0,L,2001-08-13,0,"a washington interagency incident management team (dunton) is assigned.  crews are continuing to build line and mop up.  the long swamp fire was added to the complex and crews were put on it this morning.  estimates are that the long swamp fire is at 100 acres.  complex is now made up of the bailey, long swamp, labelle, and windy ridge fires.",OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
12993,2001-08-18,WA-WFS-013,GOODNOE HILLS,WF,,N,5000.0,,2 miles from Goldendale,,,0.0,,0.0,0.0,0.0,0.0,,,,H,2001-08-18,0,fire is a new start.  it is burning in wheatfields and open farmland.  assistance is coming over from the virginia lakes complex.  exremely dry and windy conditions exist.,WFS,WA,1,2001,0.0,2001.0,WA-WFS-013|2001|1,0.0,-0.0,Acres,,9851,WASHINGTON,,,,,
13044,2001-08-19,WA-OKF-097,TONASKET COMPLEX,WF,1,N,3094.0,758.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,1278000.0,22.0,8/27,48.0,53.0,119.0,57.0,2,Dunton / Andring,9.0,L,2001-08-13,0,"a washington interagency incident management team (dunton) is assigned.  crews are continuing to build line and mop up the labelle fire. helicopter drops have kept the fire inside firelines.  the long swamp fire was added to the complex on 8/18. estimates are that the long swamp fire is at 240 acres.  complex is now made up of the bailey(2,190), long swamp(240), labelle(170), and windy ridge(480)fires.",OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
13107,2001-08-20,WA-OKF-097,TONASKET COMPLEX,WF,1,N,3600.0,943.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,1793000.0,22.0,8/27,48.0,53.0,119.0,57.0,2,Dunton / Andring,9.0,L,2001-08-13,0,a washington interagency incident management team (dunton) is assigned.  mopup is continuing on labelle and is expected to be contained by end of shift tomorrow.  the bailey fire is burning in heavy fuels with torching and spotting.  homes in the aeneas valley remain at level one evacuation and labelle are is at level ii.  increased winds are predicted for tomorrow afternoon which may be followed by showers.  windy peak and long swamp have not grown in the last 24 hours.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
13154,2001-08-21,OR-VAD-225,BAKER COMPLEX,WF,1,N,8884.0,14.0,"10 to 30 miles SE of Baker City, Ore.",,316.0,100.0,8/17,44.0,44.0,117.0,38.0,2,Hartman,,L,2001-08-16,0,fire was controlled 8/19/01 at 1400.  four engines continue to patrol and mop-up.,VAD,OR,1,2001,0.0,2001.0,OR-VAD-225|2001|1,44.733333333333334,-117.63333333333334,Acres,Type 2 Team,9851,OREGON,,,,,
13166,2001-08-21,WA-OKF-097,TONASKET COMPLEX,WF,1,N,3790.0,1022.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,2420000.0,40.0,8/27,48.0,53.0,119.0,57.0,2,Dunton / Andring,7.0,L,2001-08-13,0,a washington interagency incident management team (dunton) is assigned.  the weather front caused spotting on the bailey fire with multiple spots.  crews were pulled off the line temporarily.  the labelle fire crews continued mopup.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
13217,2001-08-22,WA-OKF-097,TONASKET COMPLEX,WF,1,N,3790.0,1038.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,3608000.0,48.0,8/27,48.0,53.0,119.0,57.0,2,Dunton / Andring,7.0,L,2001-08-13,0,a washington interagency incident management team (dunton) is assigned.  the scatttered rain today has added in the fire fighter efforts.  another cool day forecasted for tommorow with a warming trend to follow.  the labelle fire crews continued mopup.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
13259,2001-08-23,WA-OKF-097,TONASKET COMPLEX,WF,1,N,3790.0,990.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,3952000.0,48.0,8/27,48.0,53.0,119.0,57.0,2,Dunton / Andring,7.0,L,2001-08-13,0,a washington interagency incident management team (dunton) is assigned.  some rain occurred overnight on the complex.  crews continue to mopup on the labelle fire and are implementing the rehab plan.  line construction continues on the bailey fire and crews made significant progress.  transition of the long swamp/ windy peak to imt 4 will occur on 8-24/  the bailey fire will transition to the virginia complex.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
13298,2001-08-24,WA-OKF-097,TONASKET COMPLEX,WF,1,N,3790.0,930.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,3969000.0,48.0,8/27,48.0,53.0,119.0,57.0,2,Dunton,7.0,L,2001-08-13,0,a washington interagency incident management team (dunton) is assigned.  crews continue to mopup on the labelle fire and are implementing the rehab plan.  line construction continues on the bailey fire and crews made significant progress.  transition of the long swamp/ windy peak is complete.  the bailey fire will transition to the virginia complex.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
13338,2001-08-25,WA-OKF-097,TONASKET COMPLEX,WF,1,N,170.0,849.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,4461000.0,100.0,8/27,48.0,53.0,119.0,57.0,2,Dunton,,L,2001-08-13,0,a washington interagency incident management team (dunton) is assigned.  crews continue to mopup on the labelle fire and are implementing the rehabilitation plan.  the bailey fire has been turned over to the virginia lake complex and the windy peak and long swamp fires are now part of the windy swamp complex.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
13378,2001-08-26,WA-OKF-097,TONASKET COMPLEX,WF,1,N,170.0,849.0,"16 Mi E/SE & 25 Mi NW of Tonasket, WA",,4461000.0,100.0,8/27,48.0,53.0,119.0,57.0,2,Dunton,,L,2001-08-13,0,a washington interagency incident management team (dunton) is assigned.  crews continue to mopup on the labelle fire and are implementing the rehabilitation plan.  the bailey fire has been turned over to the virginia lake complex and the windy peak and long swamp fires are now part of the windy swamp complex.,OKF,WA,1,2001,0.0,2001.0,WA-OKF-097|2001|1,48.88333333333333,-119.95,Acres,Type 2 Team,9851,WASHINGTON,,,,,
13532,2001-08-30,OR-WSA-099,OLALLIE COMPLEX,WF,,N,2719.0,27.0,"25 mi. e. of Detroit,25 mi. NW of Warm S",,5447926.0,100.0,8-25-01,44.0,48.0,121.0,47.0,3,G. Robinson,,L,2001-08-14,0,the fire complex is managed as a complex with the warm springs indian reservation and the mt hood national forest.  the 209 will be submitted by the mt hood national forest.,WSA,OR,1,2001,0.0,2001.0,OR-WSA-099|2001|1,44.8,-121.78333333333333,Acres,Type 3 Team,9851,OREGON,,,,,
13569,2001-08-31,OR-WSA-099,OLALLIE COMPLEX,WF,,N,2719.0,27.0,"25 mi. e. of Detroit,25 mi. NW of Warm S",,5447926.0,100.0,8-25-01,44.0,48.0,121.0,47.0,3,G. Robinson,,L,2001-08-14,0,the fire complex is managed as a complex with the warm springs indian reservation and the mt hood national forest.  the 209 will remain the,WSA,OR,1,2001,0.0,2001.0,OR-WSA-099|2001|1,44.8,-121.78333333333333,Acres,Type 3 Team,9851,OREGON,,,,,
14449,2001-10-17,SNYDER CANYON,14620-9261-1071,WF,,N,2500.0,,45 NE of Lakeview OR,,150000.0,100.0,10/17/01,42.0,41.0,119.0,34.0,3,Farinetti,,H,,0,"demob at 1600 winema hotshots, safety officer, 2 blm engines, comp tech expected to demob fire 10/18/01  finished line building along west perimeter today.  crews picked up heat in junipers and mopped up with helicopter bucket support. demob starting today, released type ii with 24 person module.",SHR,OR,1,2001,0.0,2001.0,SNYDER CANYON|2001|1,42.68333333333333,-119.56666666666666,Acres,Type 3 Team,9851,OREGON,,,,,
14478,2001-10-24,CA-BTU-12700,70,WF,,N,1000.0,1107.0,25 MILES NORTH OF OROVILLE,,,30.0,10/26/2001,39.0,50.0,121.0,25.0,1,BILL HOLMES,,H,2001-10-24,0,hwy 70 closed at hwy 149 (south) and hwy 89 (north).  evacuation advisory only.,BTU,CA,1,2001,0.0,2001.0,CA-BTU-12700|2001|1,39.833333333333336,-121.41666666666667,Acres,Type 1 Team,9851,CALIFORNIA,,,,,
14500,2001-10-27,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,450.0,70.0,"9 MI. EAST OF MANCHESTER, KY",,,60.0,10/28/2001,37.0,8.0,83.0,35.0,4,IC - HOWARD HANN,,H,2001-10-24,0,this incident includes a total of 13 fires with a total of 3 new fires today for 115 acres.  containment is expected on 10/28.  conditions remain dry and additional arson fires are likely with the halloween weekend.,DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.13333333333333,-83.58333333333333,Acres,Type 3 IC,9851,KENTUCKY,,,,,
14510,2001-10-28,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,2328.0,110.0,"9 MI. EAST OF MANCHESTER, KY",,,27.0,11/03/01,37.0,9.0,83.0,29.0,3,IC - HOWARD HANN,,H,2001-10-24,0,"this incident includes a total of 13 fires which are currently uncontrolled.  a total of 5 new fires on this incident on 10/28.  two of the large fires reported today were from fires that originally started a few days ago on state and private lands and have now burned onto government.  conditions remain dry and additional arson fires are likely as halloween approaches.  mop-up is expected to continue.  helicopter 16973 flew a total of 3.5 hours today - dropped 2,800 gallons.  two large fires were added to this incident near the community of panco.  structure protection took place today on 100+ structures.  current # of structures threatened include 15 residences.  fuels involved include hardwood litter.  cooperating agencies include:  bureau of indian affairs, national park service & burea of prisons, redbird mission.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
14528,2001-10-29,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,3101.0,163.0,"9 MI. EAST OF MANCHESTER, KY",,,30.0,11/03/01,37.0,9.0,83.0,29.0,3,HOWARD HANN,,H,2001-10-24,0,"this incident includes a total of 22 fires.  at this time, 14 fires remain uncontrolled.  a total of 2 new fires on this incident today (10/29).  one fire for 150 acres and one fire for 25 acres.    type ii helicopter 973 flew 3.5 hours today on this incident and dropped 9,000 gallons.  t64 & t18 also assisted with structure protection today along with air attack 01q.  conditions remain dry and additional arson fires are likely as halloween approaches on wednesday.  mop-up is expected to continue.  fuels involved include hardwood litter.  cooperating agencies include:  bureau of indian affairs, national park service, burea of prisons, redbird mission, & wi dnr.  three of the type 2 crews listed on the table below consist of 3 10-person job corps crews from the frenchburg & pine knot jcc.  these crews will likely be released on 10/30 back to the forest to be available as initial attack resources as needed across the forest.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
14539,2001-10-30,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,4017.0,262.0,"9 MI. EAST OF MANCHESTER, KY",,,35.0,11/03/01,37.0,9.0,83.0,29.0,3,HOWARD HANN,,H,2001-10-24,0,"this incident includes a total of 30 fires.  at this time, 21 fires remain uncontrolled.  a total of 6 new fires on this incident today (10/29) for 172 acres.  conditions remain dry and additional arson fires are likely as this evening.  mop-up is expected to continue.  fuels involved include hardwood litter.  cooperating agencies include:  bureau of indian affairs, national park service, burea of prisons, redbird mission, & wi dnr.  structure protection continued today on numerous fires today.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
14549,2001-10-31,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,4278.0,270.0,"9 MI. EAST OF MANCHESTER, KY",,,40.0,11/03/01,37.0,9.0,83.0,29.0,3,HOWARD HANN,,H,2001-10-24,0,"** the blue team (kearney) has been ordered for this incident to report on 11/1 @ 1800.  ** this incident includes a total of 32 fires.  at this time, 23 fires remain uncontrolled.  a total of 2 new fires on this incident today (10/31) for 90 acres.  conditions remain dry and additional arson fires are likely as this evening.  mop-up is expected to continue.  fuels involved include hardwood litter.  cooperating agencies include:  bureau of indian affairs, national park service, burea of prisons, redbird mission, & wi dnr.  structure protection continued today on numerous fires today.  1 injury was reported this afternoon on the poplar log fire.  helicopter  973 flew 3.8 hours today on the poplar log & indian grave fires, dropped 3,000 gallons.  t-64, t-26, l-77 & b2 assisted on these fires today alos with structure proptection.  along with air attach 901q.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
14561,2001-11-01,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,4351.0,306.0,"9 MI. EAST OF MANCHESTER, KY",,,50.0,11/03/01,37.0,9.0,83.0,29.0,3,HOWARD HANN,,H,2001-10-24,0,"** the blue team (kearney) arrived on this incident this afternoon.   ** this incident includes a total of 33 fires.  at this time, 10 fires remain uncontrolled.  a total of 1 new fire on this incident today (11/1) for 75 acres.  conditions remain dry and arson fires are likely to continue.  mop-up continues of some of the large fires.  fuels involved include hardwood litter.  cooperating agencies include:  bureau of indian affairs, national park service, burea of prisons, redbird mission, & wi dnr.  structure protection continued on fires today.  helicopter  973 & 6bl assisted with structure protection along with t-64 and t-26.  b2 & air attack 01q also assisted with the new fire today.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 3 Team,9851,KENTUCKY,,,,,
14574,2001-11-02,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,8000.0,474.0,"9 MI. EAST OF MANCHESTER, KY",,,15.0,,37.0,9.0,83.0,29.0,2,LEWIS KEARNEY,,H,2001-10-24,0,"a total of 20 new fire on this incident today (11/2) including both federal and private lands.  this incident is being managed under undified command with the kentucky division of forestry.  t-64 & l-51 made one drop on the ulysees fire.  a frontal passage moved across the state today, however& mop-up is expected to continue on existing and new fires.  arson starts are expected to continue. structure protection continued on fires today.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14595,2001-11-03,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,8000.0,569.0,"9 MI. EAST OF MANCHESTER, KY",,,25.0,,37.0,9.0,83.0,29.0,2,LEWIS KEARNEY,,H,2001-10-24,0,"spent much of shift in ascertaining exact location, recon and initial attack on yesterday fires.  crews continued to work on assigned fires.  fires vary in size from less than an to over 2,000 acres.  resources threatened include timber resources, wildlife habitat (t&e).  a general rainfall fell last night (0.20 inches).  some active burning in the pm.  actions planned for the next operational period include patrol and protection of structures.  investigate, identify and confirm location of reported new fires.  conditions are expected to remain dry.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14602,2001-11-04,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,8000.0,569.0,"9 MI. EAST OF MANCHESTER, KY",,,25.0,,37.0,9.0,83.0,29.0,2,LEWIS KEARNEY,,H,2001-10-24,0,"only one new start today on private lands.  continue to map fires and obtain correct sizes.  crews continued to work on assigned fires (structure protection, hold, patrol and mop-up).  fires vary in size from less than an acre to over 2,000 acres.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14612,2001-11-05,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,10000.0,569.0,"9 MI. EAST OF MANCHESTER, KY",,,75.0,,37.0,9.0,83.0,29.0,2,LEWIS KEARNEY,,H,2001-10-24,0,"redflag warning issued today for the eastern part of the state.had 2 new starts today as a result of arson that were quickly suppressed.  continue to map fires and obtain correct sizes.  crews continued to work on assigned fires (structure protection, hold, patrol and mop-up).  fires vary in size from less than an acre to over 2,000 acres.  the next chance for rain will be very slight for thursday night.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14625,2001-11-06,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,15538.0,663.0,"9 MI. EAST OF MANCHESTER, KY",,,75.0,,37.0,9.0,83.0,29.0,2,LEWIS KEARNEY,,H,2001-10-24,0,"wednesday weather will not improve as dry air continues and temperatures climb near 70 degrees. fires continue to be managed under the joint command of the u.s. forest service and the kentucky division of forestry. worked two new starts today. continued to work on cool springs fire (300 acres as of 1300 hours 11-06). continued in efforts to ascertain exact location of reported fires. recon. and suppression work continued on fires. crews continued to work on assigned fires (structure protection, hold, patrol and mop-up). fireline rehabilitation will begin soon. fires vary in size from less than an acre to over 3,000 acres. there are 35 fires being suppressed with a total acreage of 15,538.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14638,2001-11-07,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,15763.0,672.0,"9 MI. EAST OF MANCHESTER, KY",,,75.0,,37.0,9.0,83.0,29.0,2,LEWIS KEARNEY,,H,2001-10-24,0,"thursday's weather will continue to be dry with10 new starts today. fires continue to be managed under the joint command of the u.s. forest service and the kentucky division of forestry. recon. and suppression work continued on fires. crews continued to work on assigned fires (structure protection, hold, patrol and mop-up). fireline rehabilitation will begin soon. fires vary in size from less than an acre to over 3,000 acres. there are 45 fires being suppressed with a total acreage of 15,763.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
14648,2001-11-08,KY-DBF-02042,REDBIRD FALL FIRES,WF,1,N,15763.0,671.0,"9 MI. EAST OF MANCHESTER, KY",,,75.0,,37.0,9.0,83.0,29.0,2,LEWIS KEARNEY,,H,2001-10-24,0,"continued burning at night on ridges and upper slopes. daytime flame lengths 4-8 feet (head fires). five new starts today (wolf creek 2, grassy, essau, loop, un-named new start in div. l near old mine area). successful initial attack has kept most of these new fires less than one acre in size. actions planned for next operational period include suppression action on 15 new starts.",DBF,KY,1,2001,0.0,2001.0,KY-DBF-02042|2001|1,37.15,-83.48333333333333,Acres,Type 2 Team,9851,KENTUCKY,,,,,
