,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Innacurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
79,2008_CA-SRF-1123_HELL'S HALF_8,['28 misc. personnel are included under private overhead.  within the complex  incident priority is: priority 1-grouse fire  staffed; priority 2-half fire  staffing limited.. completed burnout in div a.  construction of line around slopover in div c proceeds.  ground recon of half fire continues  construction of hand line on east side  with minimal staffing. dangerous terrain  heavy fuels  heavy smoke  and availability of crews limited access to many areas.. steep terrain  heavy fuels  and poor visibility limit access for direct actack.  smoke contribution in the north coast air basin was and will continue to be substantial. limited overhead and crew availability  led to minimal staffing the half incident. plantation loss on 6/25 was again significant  with more expected. habitat loss for key fisheries and faunal species is expected.     concerns over the lack of available suppression crews type 1  heavy equipment  and aircraft limit options for any aggressive suppression strategies. continued inability to fill orders results in the fires potential to enter into residential areas  expected later this week.'],0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
80,2007_MT-SWS-000211_BLACK CAT_5,['a population protection plan has been developed for areas east and west of highway 93.  due to the fire progression and direction  ir flights are critical to obtaining current fire perimeter.  a community meeting will occur tonight in frenchtown.  ownership acres: mt dnrc (511)  plum creek timber (3654)  private (3736)  tribal (401)  usfs (3213).. the fire received light rain (up to one-fourth inch) today.  burnout operations were conducted along highway 93 in division e until rain curtailed operations.  the fire remains west of highway 93.  line construction along the northwest flank continued with good progress toward meeting the strategic plan to protect values at risk to the north and northwest.. despite up to one-fourth inch of rain  lower temperatures  and higher relative humidities  a critical threat to the town of evaro and highway 93 remains.  if fire crosses highway 93  93 to mile marker 10.  isolated homes have been evacuated along an eight-mile portion of mill creek. fire has entered evaro  a community of about 200 residences.  major power lines  communication towers  multiple jurisdictions  high public interest  a railroad trestle (estimated $20 million to replace)  and nws radar station (estimated $20 million to replace) are major concerns.  critical resources listed in block 27 are needed for a crucial mission lasting 3 days.  the objective of this mission is to continue to build line from highway 93 northwest utilizing open ridge firing and holding actions towards west facing slopes.  this would steer fire away from the community of evaro  and allow highway 93 to remain open.  morning inversions have delayed commencement of daily aircraft operations.  limited accessibility  steep slopes  dry fuels  and limited resources continue to complicate containment efforts  particularly on the north flank.'],1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
81,2010_KS-KSX-1363_GRANT_0,['all information provided by local fds ic  and compiled by kfs.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2010_OK-SEU-10-10192_FIRE CRACKER_2,['flashy fuels in a resadental area'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2008_CA-LPF-1778_GAP_13,['expect active burning late this afternoon in the elwood canyon area.. yesterday evening the fire passed under electrical transmission lines and caused a power outage in santa barbara  goleta and the surrounding area for a short period of time. fire activity increased yesterday evening between ellwood canyon and telecote canyon.. steep  rocky terrain up to 100% slopes. 30 - 50 year old brush. air tanker drops having problems penetrating heavy brush. difficulty obtaining resources due to other fires. difficulty establishing anchor points and look outs due to limited access roads on the north side of the fire. problem of ongoing power outages as a result of fire progression  with impact to entire santa barbara front country communities.'],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84,2007_ID-EICI-007018_SAND DUNES_1,['fire was successfully controlled this evening.  fire will be monitored during heat of the day tomorrow.. controlled fire.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2012_CA-STF-002954_RAMSEY_18,['demobilization of excess crews continues. heavy demob of crews is expected as fire continues to cool. transition to the type 3 organization will be at 0600 hours 8/20/2012. a demobilization glide path continues as crews are released.  the incident was able to accommodate 40 trainees on this assignment  12 of which were qualified. final acreage for the ramsey incident was 1137 acres.. fire suppression repair of indirect dozer line on division a was completed today. weekend recreation use and the opening of bow hunting season produced heavy amounts of traffic on hwy 4  this traffic has halted chipping operation.  chipping will continue after the weekend.  heavy demobilization of excess crews and equipment will continue. three type 1 hand crews were released today.. pockets of heavy ground litter and duff continue to produce large amounts of smoke and contribute to persistent longevity of hot spots.  there is still a potential for roll out and re-burn of preheated fuels. yellow jacket stings continue to be an issue.'],0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,2006_CA-BDU-007152_SPILLWAY_0,['the fire started on bdf buring 22 acres of fra and 3 acres of sra.  at 0800 hours the incident transitioned over to usfs bdf control both on scene and as the unified ordering point on order number bdf 6752.  all inital attack cdf resources were released at 0800 hours and remaining cdf dayshift resources will be released at 1800 hrs on 7/8/06.. road closure at hwy 173 & arrowhead lake rd. limited access due to steep terrain  rocks  and narrow ingress and egress.'],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,2006_NM-SPA-000048_ISLETA_1,['final submitted to close out account... je  swcc'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2009_AK-SWS-904282_WINTER TRAIL_9,['the fire was declared controlled at 1200 6/26.  all line personnel demobed.  helicopter 230 was released.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2009_AK-SWS-904152_TONCLONUKNA CREEK_6,['crews continued to mop up in and around the village of telida.  chena ihc  nikolai t2 crew  and several single resources were demobed.. smoke impacting telida  native allotments and the old village of telida to the northeast under the right wind conditions.'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2011_OR-DEF-0676_SHADOW LAKE_15,['planning for transfer of command to type 3 organization underway.. one type 1 helicopter released.. predicted weather continues the risk to improvements and values  private timberlands  resorts and campgrounds within the williamette national forest. smoke on area highways (us20/st126) and in the sisters and central oregon area.'],0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
91,2009_FL-FLS-2009-008_ORLANDO-VOLUSIA COMPLEX_0,['the florida type 2 blue team will assume command of the fire at 0800 on 5/12.. several evacuations are in place.. smoke impacts to highways  potential for more acreage and structures to burn.'],1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,2008_WA-WFS-813_SEEP LAKES FIRE_0,['grant co emd is opening an evacuation shelter at warden hs.. state mobilization authorized on 6/30 at 0130.five strike teams of engines are ordered. type 2 wa-dnr rotor is ordered.'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2011_AR-BUP-11041_FLATROCK_1,['transition to ict4 newman. continue to hold and monitor'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2010_ID-BOD-000494_BIG_0,['big  boise district blm. 5 miles nw of eagle  id. running  very active fire behavior. burning in grass. structures destroyed and threatened. aerial resources were essential to enable ground forces to get line around the fire.. voluntary evacuations of residences. two secondary road closures. dozer line almost completed around fire. aerial resources were significant in slowing the fire to enable equipment to make progress on the ground.. wui area  several structures damaged and numerous still threatened. started near big gulch off highway 16 and burned ne towards highway 55. running  very active fire behavior in heavy  tall grass. steep terrain and very sandy soil hindered containment efforts. communications and frequency issues with numerous fire departments and agencies. other fires in the area when this one started.'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,2011_OR-PRD--000324_SUTTON MOUNTAIN_3,['cell phone coverage is limited on this fire.. fire is looking good. containment is still at 10%.. challenge is to retain the value of the wilderness study area while protecting lives and private property to the northeast.'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2011_FL-FLS-2011-16-0486_GUM SLOUGH FIRE_0,['there are some areas that dont have lines around them because they are wet areas but the fire has put itself out in those spots.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2010_WY-COX-01283_ORPHA_5,['estimated $2 million dollars lost in seismic equipment and cable  solar panels and fences  power poles and rangelands'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,2014_005564_JULY COMPLEX_14,['the complex consists of the whites  leef and rays incidents. the log fire is being managed in conjunction with the july complex and is the number one priority. the leef fire at 17 acres is 100% contained and in patrol status  the rays fire is 100% contained at 21 acres and in patrol status. the whites fire has .9 mi of contained line  and 7.1 mi of completed line. the amount of line to complete is 24.25 mi. estimated containment date 8/30 if critical resources are obtained.  forest closures:   the trails within the whites fire have been closed until the fire is fully suppressed. please see http://www.fs.usda.gov/alerts/klamath/alerts-notices for details.. last night  fire behavior was limited to slow rates of spread. low flame lengths and isolated single tree torching was observed. rolling material continues to help downhill spread on steep slopes. an evacuation advisory notice was issued at 1100 yesterday for idlewild  taylors lake  and robinson flat. a soft closure was placed on the sawyers bar rd between etna summit and whites gulch.'],1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
99,2012_NE-NES-120674_REGION 24 COMPLEX_6,['block 2: incident number is now ne-nes-120791.  block 5: incident includes the fairfield creek  wentworth  and hall fires.  block 21: keya paha  brown  and cherry counties.  block 43: committed resource numbers do not include 5 state of nebraska maintaners/blades  local firefighters from cherry  brown  of keya paha counties  or numerous mutual aid vfds.  state resources include helicopters  1 engine  and 1 water tender from the nebraska national guard.  block 25:  destroyed structures have not been confirmed and an assessment is underway.  acres by county: brown 26 892 acres; cherry 5 395 acres  and keya paha 40 118.  the closure of the niobrara river downstream of smith park falls state park is expected to be lifted tomorrow.. division o of the wentworth fire became active today  with rapid ros  group tree torching  crown runs  and medium range spotting.  indirect fire line constructed for a planned burnout operation on friday (7/26/2012) was breached due to this fire behavior.  crews continued to hold and improve constructed fire line on the fairfield creek and hall fires.  structure protection and assessments occurred on all divisions.. the weather  combined with high ercs (above the 97th percentile)are producing rapid rates of spread  extreme fire behavior  medium range spotting  and control issues on the wentworth fire.'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2008_CA-SQF-000967_CLOVER_18,['fire behavior assessment team monitoring fire behavior and effects. containing fire spread along southwest flank with handline and water drops.  presenting stage iii wfip to inyo and sequoia forest staffs in afternoon.. pacific crest trail is open  firefighters are assisting hikers through the fire area.  potential for smoke management concerns in kennedy meadow community. containing fire along southerly flanks with a presistent nw to west wind.'],0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
101,2009_AZ-A1S-090936_QUAIL_1,['down size number of personnel effective 08/16/2009 @15:00'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2008_CA-KNF-3393_KLAMATH THEATER_31,['dillon creek campground and 2 residences remain threatened due to increased fire intensity. priority for suppression activities remain with the dark three fires and threat to structures.  orca team will continue to assist making resources from the siskiyou complex available to the happy camp ranger district for initial attack.  all aviation resources will be shared with adjoining complexes.    total acres of complex-7 988  dark-three                        7 415 ac.  60%  jackass too                         252ac.    0%  headwaters                          321ac.    0%. dillion creek campground  dillion creek trail  roads 14n69  13n35  14n19  14n38 in the fire area are closed.  south end of dark-three is becoming secure.  actions continuing up east line with burnout as needed and prep is continuing up the west line as well as across trail system in the north.  7 days to complete line on outer large strategy that would encompass approximately 40 000 acres.. steep  inaccessible terrain  fires are well established and due to access  fuels and topography will have significant growth over an extended timeframe before containment/control can be achieved.  burnouts will be ongoing. loss of the few type 1 crews and lack of replacement crews  has changed our strategy to a larger indirect strategy.'],0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
103,2007_FL-FLS-2007-06-0725_SUWANNEE COMPLEX_51,['dense wildland fuels  winding nature of the fireline making patrol and mop up difficult. reburn and continuing needle cast.    1 new fire in alachua county  total acreage .30 cause was lightning.  local fire dept. was on scene also.. will continue to mop up and patrol by air on all current fires.. dense wildland fuels  winding nature of the fireline makes patrol and mopup difficult. reburn and continuing needle cast.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,2008_CA-SHF-1041_LIME COMPLEX_108,['a crewmember recieved a rattlesnake bite today  and is in stable condition. the lime complex consists of 11 uncontained fires (8 of which are being actively managed) and 18 contained fires. the hole fire has merged with the yellow fire  and will now be known as the yellow fire. the southwest type 1 team (hughes) will be arriving over the next two days for a planned transition on 7/22.    cost breakdown: lime complex = $28 051 000---yolla bolly complex = $2 155 000. fire acreage breakdown: fire acreage  containment percentage and target date follow: miners-13270ac-55%-8/15  lime-13830ac-54%-8/15  vinegar-27485ac(mnf: 10410ac  shf: 16975ac)ac-30%-8/15  noble-12870ac (shf:5245  calfire:7625ac)-100%(on shf)  trough-3690ac-90%-7/30  telephone-6569ac-100%  yellow-14925ac  deadshot-1070ac-100%  slide-1547ac-100%  deerlick-11022ac(shf: 797ac  calfire: 10225ac)-100% (only shasta trinity nf acreage counted)  grouse-1200ac. total complex acreage: 108 106ac. total shf acres: 62 821ac. total mnf acres: 27 003ac. total forest service acreage: 89 823ac. total calfire acres: 18 283ac.. crews continued burning to the south on the east side of the miners fire.  a 40 acre spotfire to the south of the lime fire caused crews to redirect efforts to improving indirect line for burning to cut off further spread to the south.  crews continued to burn indirect line on the east side of the fire  working their way to the south.  crews made good progress on the north side of the vinegar fire holding and improving direct and indirect line.  personnel continued to protect structures to the south of the yellow fire  and continued with direct attack  anchoring in on the slopover to the south of gilead creek.. the northeastern corner of the miners fire is moving towards heavy blowdown fuels. coordination between lime complex and iron complex for planned burning operations is critical. weather is expected to stay hot and dry through the weekend  with a southeasterly flow beginning to develop tonight  which is expected to increase fire behavior. crews are experiencing spotting over control lines. terrain is steep and inaccessible throughout much of the complex. direct attack is not feasible on the miners and lime fires due to lack of type 1 crews. the miners fire has been challenging indirect lines on the southeast flank  and type 1 crews are needed to complete a critical burnout. numerous fires in this complex are in remote areas with steep terrain and limited access. a critical priority continues to be maintaining the integrity of highways 36 and 3. the yellow fire will need a considerable amount of resources and commitment for effective containment.  additional resources will be committed to the yolla bolly wilderness as they become available.'],0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
105,2009_CA-LPF-002631_LA BREA_40,['a type 3 organization (copple) from the los padres national forest will shadow central coast team 7 (dandrea) tomorrow in preparation for transition 8/30/09 @ 0600. resources continue to demob.. a combination of low relative humidity  high temperatures and critically dry fuels has the potential to create extreme fire behavior. red flag warning has been extended thru saturday evening. the fire is located in the san rafael wilderness  which has a history of large acreage fires. ground access to the fire is extremely difficult with long travel times due to remote location and steep terrain.'],0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2012_CA-NOD-003916_LIKELY_2,['improved indirect line in preparation of burnout operations.. hunting season has started.  drying and warming weather in the forecast.'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,2010_FL-FLS-2010-16-0368_SQUIRREL ISLAND_1,['everything is still contained within the lines.. some spots still smoldering on the interior'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2006_CA-LMU-2403_BATTALION 3 LCA_6,['jack lake branch has 50% fires inaccessible to engines and can only be accessed by helicopters. threat of sleeper fires is high in this remote portion of the unit.increased fire activity late yesterday has postponed demob plans for today. jacks lake branch: 1-19  1-21  1-22  11-23  1-25  1-26  1-27  1-30  1-34. coyote reservoir: 3-18  3-19  3-20  3-21  3-26  3-27  3-28.  3-9 was gps mapped at 540 acres. 3-5 was estimated between 500-700 acres.. 20 small fires  23 plus fires in the jacks lake & coyote reservoir area.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2010_GA-GAS-100005_ARABIA BAY_12,['shifting winds and short range spotting today on the east flank caused the east control line to be very active.  crews were able to secure the east flank.  there were several state route road closures today around the area of the fire due to smoke issues in the early morning hours related to the burning peat within the swamp.. smoke is a major concern reducing visibility and affecting major highways. large bay with heavy fuel loading that is inaccessible by equipment / personnel. large stands of pine plantation surrounding the bay.  media attention is very high. large pockets of unburned fuel between the main fire and control line.'],0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
110,2007_GA-OKR-007021_BIG TURNAROUND COMPLEX_189,['making good progress on fire suppression repair work.. made good progress on fire suppression repair.. potential for reburn and associated spotting across existing containment lines onto private lands.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2007_CA-KNF-003176_ELK COMPLEX_21,['expect an increase in containment as direct strategy and burnout continues. a total of forty-four miles of fire line has been constructed to date. this includes twenty-three miles of dozer line and twenty-one miles of handline and brushed roads. fire acreages and containment: of the thirty identified fires in the elk complex  24 fires are 100% contained. the remaining six fires are as follows: little grider 1 453 acres-30%  titus 2 026 acres-5%  wingate 914 acres-5%  king creek #2 2 779 acres-5%  elk 1 166 acres-10%  hummingbird 80 acres-0%.. initiated burn operation on remaining indirect line on the little grider fire within 1/8 mile of happy camp. contiued direct and indirect line construction on the northern perimeter of the wingate fire in branch i. established direct line on northern flank of elk fire to direct fire into the marble mountain wilderness.. experiencing an incremental increase in fire behavior each day.  the community of happy camp will become threatened and smoke and health issues will continue as the fire becomes reestablished.  developed recreation areas will become threatened.  an interruption of river recreation is in place due to safety issues.'],0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
112,2014_000304_MV DUMP_0,['fire behavior included creeping and smoldering. smokejumpers continued to achieve containment to 100%. one type 2 crew was assigned from mountain village.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2010_FL-MIR-201025_COYOTE_4,['monitor and mop up. difficult access  high public use area'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2012_AK-GAD-000316_KAYAT_4,['fire was delared out 7/13 at 1830.. declared out.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2013_NV-ELD-40156_SNOW CREEK_6,['beginning the next operational period the fire will be managed at a type 4 complexity level.. began the demob process by releasing a type 2ia crew the kitchen unit and began back haul.. combinations of very low 1000 hr fuel moistures along with continued low daytime relative humidity.  in addition nightime humidity recoveries are expected to be low to moderate for the next few days.'],0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,2010_NC-NCS-10066028_DOVE SEASON_0,['fire will be monitored for the next several days.. fire was contained and is in process of being mopped up.. gusting winds produced several spot fires.'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2014_000531_SHEEP_1,['crowning  spotting  running; fire whirls. road closures in effect for pony express and lookout pass.'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,2007_NV-3HTF-3549_CHINA SPRINGS_0,['unified command with east fork fire potection district.  significant progress on securing the perimeter.  ground resources supported by helicopter bucket work.. engines and crews made significant progress securint the perimeter of the fire.  ground resources supported by helicopter bucket work.. steep rugged terrain'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2012_MT-FNF-000017_CONDON MOUNTAIN_36,['aobd was not filled with a resource from ca.  apportioned costs are as follows: 2.5 million fs 2.7 million dnrc.  acreage increase is primarily due to burn out operations.. steep hazardous terrain with rollout concerns  spotting  and heavy snag hazards.   aerial resources are fundamental to operations due to the inaccessabilty of most of the fire area.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2007_CA-BDF-10570_SLIDE_31,['suppression repair surveys of the fire lines are complete with approximately 40% of the phase 1 (suppression repair) work completed.. patrol and mop up 100% around structures and 500 to 700 from the perimeter outside of the communities. continue suppression repair.. high density residential properties intermixed amongst bug killed timber with poor to limited access and extremly dry fuels. difficulty mopping up in large residential areas due to difficult terrain and snags.  traffic hazards created by reopening local roads to the public and continuing repair work by local utility companies.'],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
121,2014_000356_CHIWAUKUM COMPLEX_35,['pnw team 2 is also managing the hansel creek and duncan fires  these fires are reported under separate 209 submissions. complex breakdown by fire: alpine  19 acres  100% contained at a cost of $292 600. chiwaukum creek  13 895 acres  40% contained at a cost of $26 183 800. kelly mountain  124 acres  100% contained at a cost of $380 800. shoofly  163 acres  0% contained at a cost of $267 800.. fire activity was limited to smoldering.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX_13,['the following four fires have top priority: jack smith  red mountain  orr series and the cliff fire which is approximately 7 000 acres  50% contained  threatening 30 rural structures and sky ranch estates. cal fire mendoci. evacuation order placed for singley and greenfield ranch by the jack smith fire: 1 500 acres  0% contained  200 structures threatened  lat/long 39 16� 20� -123 19� 24�.  evacuation warnings remain in effect for different areas throughout the county. containment on the navarro was achieved today.. red flag warning for dry lightning. multiple fires with minimal staffing and evacuations in place or imminent: red mountain: 1500 acres  0% contained  200-300 structures threatened  lat/long 39 51�52� -123 39�53�; orr series: 1850 acres  0% contained  50 structures 1 resort threatened  lat/long 39 41�1� -123 23�52�. all fires need fixed wing and rotary aircraft  fire crews and engines. heavy resource drawdown is leaving 2/3 of the fires unstaffed. inaccessible  steep terrain. private timber companies are contracting for additional suppression forces.'],1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
123,2008_FL-FNF-008038_HADLEY_0,['line improvements and burnout completed.. low ground water levels in area due to prolonged drought with minimal relief from daily showers accompanied by lightning.'],0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
124,2013_CA-RRU-44298_SUMMIT_9,['fire suppression repair began today.. watershed and private property at minimal risk.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,2006_TX-TXS-066215_BURDEN RANCH_1,['this fire  along with others occuring in west texas  is being managed by 2 t2 imts (hannemann and hildreth) operating a unified command. this fire was initially called the spring creek fire.  access on this fire is extremely poor with some areas inaccessable to heavy machinery.  extreme fire behavior was a particular concern and 15 local firefighters were advised to clear their position by air attack because of potential threat from the fire.. 15 local firefighters were advised to clear their location by air attack due to potential threat from fire.. severe drought along with high temperatures and cured fuels across texas are contributing to high spotting distances  rapid rates of spread  and extreme fire behavior.  cell phone coverage is entremely poor to unusable in the area of the fire. crews are relying on satellite phones to contact icp.'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,2006_TX-TXS-066114_COUGHRAN_0,['the fire started at 1845 on 4/20.  aircraft was requested but could not respond due to thunderstorm activity.  tfs dozer #4490 responded.4/21.  cost assessment is included in the west texas initial attack incident summary.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,2014_000828_TUMWATER_2,['though this is a smaller fire the proximity to the tourist-dependent community of leavenworth  washington  the steep  difficult terrain  and the consequences of failing to meet objectives increases the fires complexity and significance.. creeping and smoldering.  more active in the burn-out'],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,2010_KY-KYS-10-3017_CSX_0,['low humidity expected'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,2008_TX-TXS-88052_TEXAS WINTER FIRES 2008_19,['20 new fires that necessitated their own 209 reports.. extreme fire behavior with 22 new fires that tsf provided support. there were a number of evacuations of residences and commercial property.  the loss of residences was low considering the magnitude of the fire occurances.  the crews really did a great job under extremely adverse conditions.. hannemanbernathys type ii imt for the texas winter fires 2008 incident is responsible for supporting fire suppression activities for the major portion of the state of texas.  all of the state west of 96 degrees 30 minutes is the response area.  to accomplish the suppression of fires  the delegated area is broken up into four branches with numerous staging areas in each  such as:  greenville  stephensville  midland  abilene  uvalde  bastrop and many more.    resources sent to aid vfds and establish a unified command for incident suppression.  once suppression goals are reached  command is transferred back to the local fds.'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2011_TX-TXS-011198_HONEY ISLAND_3,['resources constructed 9.12 miles of line.. resources continued to monitor fire.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2006_CA-SHF-001693_BAR COMPLEX_146,['pigeon fire cost to date is 28.6 million and is 34 515 acres. containment is 50%. bake oven costs to date are 26.7 million and is 62 805 acres. containment is 39%.in block 45  resources classified as other reflect county  local government  nws and iac  ccc  and non-federal out of state resources. state category will reflect resources from the california division of forestry and fire protection. the pigeon fire was active in the limestone ridge area and hobo gulch area. active backing fire  short range spotting and rollout were observed. a burnout operation continues in hobo gulch and will be completed tomorrow. the bake oven fire continues to back down hill in mill gulch and grizzly creek/china springs area. pack strings continue to support crews on the bar complex.  measurable rainfall is forecasted for tomorrow over the bar complex. communities threatened in block 26 remain  but threat is greatly reduced if rainfall comes. long range forecast is by weekend may see another northeasterly condition over area bringing wind and low humidities. ciimt 4 (opliger) will arrive at bar complex icp tonight and will shadow ciimt 2 (molumby) tomorrow. transition date is set for wednesday 9/4/06 at 0700 for transfer of command from ciimt 2 (molumby) to ciimt 4 (opliger).. road closures remain in effect for designated areas along the hwy. 299 corridor and adjacent areas including hunting boundaries within the fire area. trinity river is closed from junction city to french creek for recreational purposes.. priority structure protection continues for the communities of (south) junction city  canyon creek  powerhouse  hobo gulch  big flat and big bar  (north) cecilville  petersburg  summerville  and schoolhouse flats areas. hobo gulch access remains closed. limited access  difficult terrain continues to be a concern for fighter safety. rollout  hazard trees  vehicle traffic and vehicle accessibility is a problem.'],0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
132,2013_CA-BDF-8526_HATHAWAY_29,['demobilization of excess resources continues. the incident will transition to a type 3 incident command team (n. gamboa) at 0600 hrs. new base camp will be at the banning airport.. there were. slopes are over 80% in the south fork of the whitewater river.  one-way road access from south to north  10  100 & 1000 hr. fuels are at critical levels from beetle & drought kill trees  with patches of large snags and'],0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,2013_NM-N6S-000230_THOMPSON RIDGE_8,['knee and back injury reported on 6/4/2013. individuals were treated and released from hospital.  revised and updated wfdss decision published today.. firing operations continued on roads on the north and east flanks of the fire.  late night / early morning fire actively moved into the valles caldera historic district.  stucture protection plans were implemented and all structures were protected.  retardant was used to check fire spread on the south side of redondo peak to mitigate cultral values.  spot fire north of vc06 road was contained.  mop up and holding continued on west flank of fire.. continue checking fire on south slopes of redondo peak.  smoke impacts are anticipated in la cueva  jemez springs  espanola  santa fe  and jemez pueblo.  private property  homes  and infrastructure remain at risk  structure protection remains in effect.  evacuations remain in effect for sulphur creek residents.  significant cultural and historic sites in the fire vicinity and on redondo peak and valles calders historic district.'],1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
134,2008_TX-TXS-88315_FLORENCE_0,['air and ground resources are being utilized to slow the spread of fire.  an evacuation order has been issued for cr-233.   two (2) texas department of public safey (txdps) employees were trapped at the dps firing range and both have been rescued.  the fire continues to be a major threat to the dps buildings and a subdivision with 140 homes with a minimum of 150 evacuees.  american red cross is responding with an emergency response vehicle (erv) and a disaster assistance team.  shelters have been opened at the florence middle school and the baptist church in florence.  an additional shelter has been established in jarrell.  salvation army has responded with a canteen.. an evacuation order of cr-233 was given.  50 homes are threatened and many homes have been evacuated.. hot and dry weather with gusty winds.   very dry fuels.   structures in the projected path of fire.'],1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
135,2014_000621_SOUTH CLE ELUM RIDGE_12,['the fire has many challenges with access issues  steep terrain  and snag hazards.. fire activity was primarily smoldering.  a few areas with heavy concentrations of fuels continue to be of concern.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2008_ID-TFD-000278_SAND SHED_1,['will be dmobing half of the fire engines and overhead this evening leaving remaining to accomplish final mop-up. if threatened winds mataerialize  there could be a problem'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2007_CA-FKU-009400_AUBERRY_9,['continued demobilization of base camp and overhead resources. heat index impacting the crews ability with mop-up and fireline repair.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
