,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Inaccurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
106,2012_CA-NOD-003916_LIKELY_2,['improved indirect line in preparation of burnout operations.. hunting season has started.  drying and warming weather in the forecast.'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,2010_FL-FLS-2010-16-0368_SQUIRREL ISLAND_1,['everything is still contained within the lines.. some spots still smoldering on the interior'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2006_CA-LMU-2403_BATTALION 3 LCA_6,['jack lake branch has 50% fires inaccessible to engines and can only be accessed by helicopters. threat of sleeper fires is high in this remote portion of the unit.increased fire activity late yesterday has postponed demob plans for today. jacks lake branch: 1-19  1-21  1-22  11-23  1-25  1-26  1-27  1-30  1-34. coyote reservoir: 3-18  3-19  3-20  3-21  3-26  3-27  3-28.  3-9 was gps mapped at 540 acres. 3-5 was estimated between 500-700 acres.. 20 small fires  23 plus fires in the jacks lake & coyote reservoir area.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2010_GA-GAS-100005_ARABIA BAY_12,['shifting winds and short range spotting today on the east flank caused the east control line to be very active.  crews were able to secure the east flank.  there were several state route road closures today around the area of the fire due to smoke issues in the early morning hours related to the burning peat within the swamp.. smoke is a major concern reducing visibility and affecting major highways. large bay with heavy fuel loading that is inaccessible by equipment / personnel. large stands of pine plantation surrounding the bay.  media attention is very high. large pockets of unburned fuel between the main fire and control line.'],0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
110,2007_GA-OKR-007021_BIG TURNAROUND COMPLEX_189,['making good progress on fire suppression repair work.. made good progress on fire suppression repair.. potential for reburn and associated spotting across existing containment lines onto private lands.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2007_CA-KNF-003176_ELK COMPLEX_21,['expect an increase in containment as direct strategy and burnout continues. a total of forty-four miles of fire line has been constructed to date. this includes twenty-three miles of dozer line and twenty-one miles of handline and brushed roads. fire acreages and containment: of the thirty identified fires in the elk complex  24 fires are 100% contained. the remaining six fires are as follows: little grider 1 453 acres-30%  titus 2 026 acres-5%  wingate 914 acres-5%  king creek #2 2 779 acres-5%  elk 1 166 acres-10%  hummingbird 80 acres-0%.. initiated burn operation on remaining indirect line on the little grider fire within 1/8 mile of happy camp. contiued direct and indirect line construction on the northern perimeter of the wingate fire in branch i. established direct line on northern flank of elk fire to direct fire into the marble mountain wilderness.. experiencing an incremental increase in fire behavior each day.  the community of happy camp will become threatened and smoke and health issues will continue as the fire becomes reestablished.  developed recreation areas will become threatened.  an interruption of river recreation is in place due to safety issues.'],0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
112,2014_000304_MV DUMP_0,['fire behavior included creeping and smoldering. smokejumpers continued to achieve containment to 100%. one type 2 crew was assigned from mountain village.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2010_FL-MIR-201025_COYOTE_4,['monitor and mop up. difficult access  high public use area'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2012_AK-GAD-000316_KAYAT_4,['fire was delared out 7/13 at 1830.. declared out.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2013_NV-ELD-40156_SNOW CREEK_6,['beginning the next operational period the fire will be managed at a type 4 complexity level.. began the demob process by releasing a type 2ia crew the kitchen unit and began back haul.. combinations of very low 1000 hr fuel moistures along with continued low daytime relative humidity.  in addition nightime humidity recoveries are expected to be low to moderate for the next few days.'],0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,2010_NC-NCS-10066028_DOVE SEASON_0,['fire will be monitored for the next several days.. fire was contained and is in process of being mopped up.. gusting winds produced several spot fires.'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2014_000531_SHEEP_1,['crowning  spotting  running; fire whirls. road closures in effect for pony express and lookout pass.'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,2007_NV-3HTF-3549_CHINA SPRINGS_0,['unified command with east fork fire potection district.  significant progress on securing the perimeter.  ground resources supported by helicopter bucket work.. engines and crews made significant progress securint the perimeter of the fire.  ground resources supported by helicopter bucket work.. steep rugged terrain'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2012_MT-FNF-000017_CONDON MOUNTAIN_36,['aobd was not filled with a resource from ca.  apportioned costs are as follows: 2.5 million fs 2.7 million dnrc.  acreage increase is primarily due to burn out operations.. steep hazardous terrain with rollout concerns  spotting  and heavy snag hazards.   aerial resources are fundamental to operations due to the inaccessabilty of most of the fire area.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2007_CA-BDF-10570_SLIDE_31,['suppression repair surveys of the fire lines are complete with approximately 40% of the phase 1 (suppression repair) work completed.. patrol and mop up 100% around structures and 500 to 700 from the perimeter outside of the communities. continue suppression repair.. high density residential properties intermixed amongst bug killed timber with poor to limited access and extremly dry fuels. difficulty mopping up in large residential areas due to difficult terrain and snags.  traffic hazards created by reopening local roads to the public and continuing repair work by local utility companies.'],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
121,2014_000356_CHIWAUKUM COMPLEX_35,['pnw team 2 is also managing the hansel creek and duncan fires  these fires are reported under separate 209 submissions. complex breakdown by fire: alpine  19 acres  100% contained at a cost of $292 600. chiwaukum creek  13 895 acres  40% contained at a cost of $26 183 800. kelly mountain  124 acres  100% contained at a cost of $380 800. shoofly  163 acres  0% contained at a cost of $267 800.. fire activity was limited to smoldering.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2008_CA-MEU-004608_MEU LIGHTNING COMPLEX_13,['the following four fires have top priority: jack smith  red mountain  orr series and the cliff fire which is approximately 7 000 acres  50% contained  threatening 30 rural structures and sky ranch estates. cal fire mendoci. evacuation order placed for singley and greenfield ranch by the jack smith fire: 1 500 acres  0% contained  200 structures threatened  lat/long 39 16� 20� -123 19� 24�.  evacuation warnings remain in effect for different areas throughout the county. containment on the navarro was achieved today.. red flag warning for dry lightning. multiple fires with minimal staffing and evacuations in place or imminent: red mountain: 1500 acres  0% contained  200-300 structures threatened  lat/long 39 51�52� -123 39�53�; orr series: 1850 acres  0% contained  50 structures 1 resort threatened  lat/long 39 41�1� -123 23�52�. all fires need fixed wing and rotary aircraft  fire crews and engines. heavy resource drawdown is leaving 2/3 of the fires unstaffed. inaccessible  steep terrain. private timber companies are contracting for additional suppression forces.'],1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
123,2008_FL-FNF-008038_HADLEY_0,['line improvements and burnout completed.. low ground water levels in area due to prolonged drought with minimal relief from daily showers accompanied by lightning.'],0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
124,2013_CA-RRU-44298_SUMMIT_9,['fire suppression repair began today.. watershed and private property at minimal risk.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,2006_TX-TXS-066215_BURDEN RANCH_1,['this fire  along with others occuring in west texas  is being managed by 2 t2 imts (hannemann and hildreth) operating a unified command. this fire was initially called the spring creek fire.  access on this fire is extremely poor with some areas inaccessable to heavy machinery.  extreme fire behavior was a particular concern and 15 local firefighters were advised to clear their position by air attack because of potential threat from the fire.. 15 local firefighters were advised to clear their location by air attack due to potential threat from fire.. severe drought along with high temperatures and cured fuels across texas are contributing to high spotting distances  rapid rates of spread  and extreme fire behavior.  cell phone coverage is entremely poor to unusable in the area of the fire. crews are relying on satellite phones to contact icp.'],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,2006_TX-TXS-066114_COUGHRAN_0,['the fire started at 1845 on 4/20.  aircraft was requested but could not respond due to thunderstorm activity.  tfs dozer #4490 responded.4/21.  cost assessment is included in the west texas initial attack incident summary.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,2014_000828_TUMWATER_2,['though this is a smaller fire the proximity to the tourist-dependent community of leavenworth  washington  the steep  difficult terrain  and the consequences of failing to meet objectives increases the fires complexity and significance.. creeping and smoldering.  more active in the burn-out'],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,2010_KY-KYS-10-3017_CSX_0,['low humidity expected'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,2008_TX-TXS-88052_TEXAS WINTER FIRES 2008_19,['20 new fires that necessitated their own 209 reports.. extreme fire behavior with 22 new fires that tsf provided support. there were a number of evacuations of residences and commercial property.  the loss of residences was low considering the magnitude of the fire occurances.  the crews really did a great job under extremely adverse conditions.. hannemanbernathys type ii imt for the texas winter fires 2008 incident is responsible for supporting fire suppression activities for the major portion of the state of texas.  all of the state west of 96 degrees 30 minutes is the response area.  to accomplish the suppression of fires  the delegated area is broken up into four branches with numerous staging areas in each  such as:  greenville  stephensville  midland  abilene  uvalde  bastrop and many more.    resources sent to aid vfds and establish a unified command for incident suppression.  once suppression goals are reached  command is transferred back to the local fds.'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2011_TX-TXS-011198_HONEY ISLAND_3,['resources constructed 9.12 miles of line.. resources continued to monitor fire.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2006_CA-SHF-001693_BAR COMPLEX_146,['pigeon fire cost to date is 28.6 million and is 34 515 acres. containment is 50%. bake oven costs to date are 26.7 million and is 62 805 acres. containment is 39%.in block 45  resources classified as other reflect county  local government  nws and iac  ccc  and non-federal out of state resources. state category will reflect resources from the california division of forestry and fire protection. the pigeon fire was active in the limestone ridge area and hobo gulch area. active backing fire  short range spotting and rollout were observed. a burnout operation continues in hobo gulch and will be completed tomorrow. the bake oven fire continues to back down hill in mill gulch and grizzly creek/china springs area. pack strings continue to support crews on the bar complex.  measurable rainfall is forecasted for tomorrow over the bar complex. communities threatened in block 26 remain  but threat is greatly reduced if rainfall comes. long range forecast is by weekend may see another northeasterly condition over area bringing wind and low humidities. ciimt 4 (opliger) will arrive at bar complex icp tonight and will shadow ciimt 2 (molumby) tomorrow. transition date is set for wednesday 9/4/06 at 0700 for transfer of command from ciimt 2 (molumby) to ciimt 4 (opliger).. road closures remain in effect for designated areas along the hwy. 299 corridor and adjacent areas including hunting boundaries within the fire area. trinity river is closed from junction city to french creek for recreational purposes.. priority structure protection continues for the communities of (south) junction city  canyon creek  powerhouse  hobo gulch  big flat and big bar  (north) cecilville  petersburg  summerville  and schoolhouse flats areas. hobo gulch access remains closed. limited access  difficult terrain continues to be a concern for fighter safety. rollout  hazard trees  vehicle traffic and vehicle accessibility is a problem.'],0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
132,2013_CA-BDF-8526_HATHAWAY_29,['demobilization of excess resources continues. the incident will transition to a type 3 incident command team (n. gamboa) at 0600 hrs. new base camp will be at the banning airport.. there were. slopes are over 80% in the south fork of the whitewater river.  one-way road access from south to north  10  100 & 1000 hr. fuels are at critical levels from beetle & drought kill trees  with patches of large snags and'],0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,2013_NM-N6S-000230_THOMPSON RIDGE_8,['knee and back injury reported on 6/4/2013. individuals were treated and released from hospital.  revised and updated wfdss decision published today.. firing operations continued on roads on the north and east flanks of the fire.  late night / early morning fire actively moved into the valles caldera historic district.  stucture protection plans were implemented and all structures were protected.  retardant was used to check fire spread on the south side of redondo peak to mitigate cultral values.  spot fire north of vc06 road was contained.  mop up and holding continued on west flank of fire.. continue checking fire on south slopes of redondo peak.  smoke impacts are anticipated in la cueva  jemez springs  espanola  santa fe  and jemez pueblo.  private property  homes  and infrastructure remain at risk  structure protection remains in effect.  evacuations remain in effect for sulphur creek residents.  significant cultural and historic sites in the fire vicinity and on redondo peak and valles calders historic district.'],1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
134,2008_TX-TXS-88315_FLORENCE_0,['air and ground resources are being utilized to slow the spread of fire.  an evacuation order has been issued for cr-233.   two (2) texas department of public safey (txdps) employees were trapped at the dps firing range and both have been rescued.  the fire continues to be a major threat to the dps buildings and a subdivision with 140 homes with a minimum of 150 evacuees.  american red cross is responding with an emergency response vehicle (erv) and a disaster assistance team.  shelters have been opened at the florence middle school and the baptist church in florence.  an additional shelter has been established in jarrell.  salvation army has responded with a canteen.. an evacuation order of cr-233 was given.  50 homes are threatened and many homes have been evacuated.. hot and dry weather with gusty winds.   very dry fuels.   structures in the projected path of fire.'],1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
135,2014_000621_SOUTH CLE ELUM RIDGE_12,['the fire has many challenges with access issues  steep terrain  and snag hazards.. fire activity was primarily smoldering.  a few areas with heavy concentrations of fuels continue to be of concern.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2008_ID-TFD-000278_SAND SHED_1,['will be dmobing half of the fire engines and overhead this evening leaving remaining to accomplish final mop-up. if threatened winds mataerialize  there could be a problem'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2007_CA-FKU-009400_AUBERRY_9,['continued demobilization of base camp and overhead resources. heat index impacting the crews ability with mop-up and fireline repair.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2011_AK-TAD-000264_LITTLE CREEK_32,['weather changes are favorable for conducting burn out operation when they become necessary.. resources continued to monitor fire behavior and weather noting an increase in temperatures and lower rh¿s. personnel continued to keep local home owners informed of the current fire situation. preparation was made for burnout operations around akers ranch. 8 smokejumpers and the chena hotshots were dispatched to the fire to aid in preparation and support of anticipated burnout operations.. the remote location of this fire has the potential to cause logistical challenges. there are bears in the area of operations.'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
139,2007_CA-MVU-010502_RICE_2,['fire is making major runs towards town of fallbrook  will burn in to santa margerita and sandia creek drainages. it is anticipated this fire will combine up with rosa fire shich started in rru. team 3 has been consulted they will assume command of both fire  if they join up.. erratic and extreme fire behavior  lack of resources  too many fires.'],0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140,2006_CA-BTU-008059_SKYWAY_0,['3 engines patrolling fire until 20:00 tonight'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2014_003975_SHOEMAKER_10,['acreage adjustment due to availability of more accurate mapping. fire not staffed overnight.. minimal fire activity  smoldering.'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2006_FL-FLS-2006-14-0470_29 POWELL_2,['fire is moving and smoking in the fueled pockets through out the fire perimeter and lines.. i 75 will be monitored for smoke and fog.  dispatch reports the fhp is on scene and preparring for smoke activity through out the night.. i 75 will be monitored by dof  and fhp  more than likely road closures will continue to occure as the fire still creeps though'],0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
143,2011_GA-GAS-011014_SOUTHEAST GA COMPLEX_1,['vol. evacuations last night  20 residents moved to shelter for the night. conditions improved as fire received .2 inches of rain last night.. difficult terrain with canals and ditches  potential escape due to long control lines and unburned fuel'],1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144,2013_AK-TAS-313137_BITTER CREEK_5,['an additional objective was added to wfdss - secure southern edge of fire from bitters creek to the east.. lower temperatures  higher humidity  and light precipitation helped moderate fire activity.  crews continue to secure fire edge on southern flank.  structure assessments and equipment set-up of values at risk between 1282 and beaver creek on alaska highway were completed.  logistics functions and helibase established in northway.  excess equipment released.  the fire received precipitation.. fire is 1 mile from the alaska highway (state hwy 2)  between mile posts 1279-1282  the primary highway in/out of the state.  in addition to structures  20 native allotments  along with air force and ems communication sites are threatened.'],0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
145,2013_OR-UMF-000845_VINEGAR_14,['slight increase in acreage due to increase in the southwest corner of the perimeter.. 58 acre increase in the southwest corner.. concerns include: remote location and access  weather conditons (continued dry and windy). hazards associated with historic and active mining.'],0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
146,2011_OR-BUD-10179_DESERT MEADOWS_1,['closed the south steens loop road.  evacuations continue for the riddle brothers ranch and the south steens camp ground.. if fire moves into little blitzen gorge  control problems can be expected.  the canyon walls are steep and difficult to access.  fuels are heavy and the fire will be difficult to control.  dispersed campgrounds exist across the wilderness in this area.  it is possible that there are public users in the wilderness.'],1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
147,2010_FL-FLS-2010-12-0411_TWO TIRE FIRE_2,['the fire is still putting up alot of smoke and there is visible interior flame.  will continue to monitor and increase fire breaks.'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,2010_CO-UPD-032_BEAVER_7,['will not update unless there are significant events or changes in resources.. a small portion of the san miguel river remains closed to commercial rafting due to hazardous snags.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2007_ID-TFD-002030_MURPHY COMPLEX_34,['continual action on problem areas as they erupt.. hot and dry weather with low rhs in single digits are a major concern due to continual interior flareups.'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,2013_WA-OWF-000530_CONRAD LAKE_13,['work continues to open and improve road access to the fire and contingency lines by cutting and chipping and coordinating planning efforts with other agencies as the fire perimeter continues to grow. the total length of the contingency lines  once constructed and improved  is 12.7 miles.  operations personnel are working on assessing the current situation and conditions to develop a long term projection of where the fire perimeter might be in the next few days.  this assessment will help in preparation for a possible burning operation and provide information to operations for timing of the potential burn.. the fire continues to burn actively to the north and northeast with creeping fire to the south. crews continue to improve roads for access  and snag mitigation is occurring in all areas of the fire that crews can access. reinforcement of lines continues in anticipation of a possible firing operation within the next several days. use of air operations along the bravo perimeter to keep the fire in-check along private property.. providing for public and firefighter safety. accountability for the public in and around the wilderness recreational areas. access continues to be an issue with egress and ingress limitations. limited road access  snags  and wilderness.'],0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
151,2007_CA-KNF-004213_CHERRY_12,['demobilization of resources.  close base camp.  transition from ict3 to ict4'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2007_CA-BDF-8701_SNOW_2,['difficult access to the fire area over a narrow single lane dirt road.  fire is moving towards more difficult terrain and lighter fuels. competing winds could push the fire both upslope and downslope during the next 24 hours.. southern california incident management team #3 (fiorella) assumed command of the fire at 0600 this morning.  base camp is in the process of being established in garner valley.  mandatory evacuation of adjacent campground and the portion of the san jacinto state park wilderness in the immediate fire area was completed yesterday afternoon (8-21).. fire is burning in timber and heavy brush in the black mountain scenic area and is threatening to move into the san jacinto wilderness.  access for ground resources is difficult.  the fire has burned through camp lackey.  the pacific crest trail is closed in the fire area.  watershed for the snow creek community is threatened.  significant number of snags in the fire area.'],1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
153,2006_ID-BOF-000183_RATTLESNAKE COMPLEX_20,['lack of type 1 handcrews as well as other resources limits offensive action. inversion conditions will persist tommorrow morning.  after yesterdays cold front passage  a warming and drying tend will be in place until the next cold front arrives on thursday bringing significant precipitation. the incident base is supporting two spike camps (100 people). the statistics reported include the summit fire (2443 acres - contained and in mopup status). block 24-the structures listed threatened in the period beyond 72 hours.. the inversion conditions began to break about 1300 allowing air operations to begin - heavy helicopters with water and retardant as well as air tankers worked the west flank.  continued preparation of roads 555 & 671 in anticipation of future burnout needs.. moderate smoke inversion conditions which limits air and ground control operations.  fire continues to spread to the north and south without offensive line construction due to the lack of type 1 crews.  safety concerns and extreme topography pose major difficulties.  smoke impacts on surrounding local communities are widespread.'],0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
154,2007_CA-LAC-102481_ISLAND_1,['la county imt 2 (osby) and city of avalon fire department (hoeffs)have entered into unified command and will assume command of the fire at 0600 5/11/2007. 3808 people were evacuated off the island via the catalina island express over to the city of long beach. voluntary evacuation orders remain in effect for the residences of the city of avalon. trigger points have been established for the mandatory evacuation for the residence of the city of avalon. mandatory evacuations are in effect for all non-residence and tourist.. santa catalina island is located 26 miles off the coast of los angeles. all ground resources will need to be ferried over to the island via barges and usmc hover craft from camp pendleton. steep and inaccessible terrain is hindering efforts of ground resources.'],1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2008_OK-OSA-008008_HULAH LAKE_1,['approx. 600 ac / trust land / cause: human (riding lawnmower) / wui: approx. 40 primary structures  approx. 60 secondary structures threatened in the town of hulah / bia: 2 t6 eng  1 t2 crew  1 t7 eng / vfd: 5 t7 eng  2 wtdr  1 t4 eng / osage county / in the town of hulah  ok / fm3  fm9 / ict4: masters  ict4(t): miller. crews made good progress in securing perimeter of fire. problems hampering containment:  heavy fuel loadings in the fuel model three area  extreme fire behavior  unified operations with many rural fire department and oklahoma state park service.  the town of hulah  ok is imminently threatened.  two bia engine crews completed a 3/4 mile burnout operation that deflected the head of the fire  and prevented the destruction of the entire town of hulah  ok yesterday.  hwy 10 as well as several county roads and state park recreation areas were severely impacted yesterday.'],0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
156,2009_CA-LFD-000520_GETTY BRUSH FIRE_0,['the injury was to a county firefighter.. closure of 405 freeway @ skirball offramp  closure of sepulveda blvd between sunset & mulholland for 2 days  closure of getty center  closure of mt. st. marys college.. steep rocky terrain topography  heavy fuel loading  long range spotting  extremely live and dead fuel moisture levels-all are contributing to extreme fire behavior.'],0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
157,2008_CA-SRF-1057_BLUE_3,['imt 2 (lund) will assume command at 1800hrs 06/25/2008; fire will be included in ukonom complex.. fire is inaccessible  in very steep and rugged terrain. type 1 crews and t2 copters are needed to check fire spread in the drainage in order to keep fire within the headwaters area.'],0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
158,2014_000390_JOHNSON BAR_35,['moderate fire behavior with isolated torching. continued fire growth toward indirect lines through natural spread and burnout operations. road closures remain in effect.'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159,2009_AK-FAS-911531_HARDLUCK CREEK_3,['fire has not been acurately due to low visibility.  structure protection is a top priority.  bennett rd will be burned out in the future to secure the fire edge.. new mexico t2 team took command and is working to set up icp.  started direct dozer line on a ridge between hardluck creek and shovel creek from bennett rd. to the chatanika river.. 35 residences threatened.  low clouds and rain hampered air operations in the afternoon.  very heavy inversion.'],0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
160,2006_CA-LPF-2023_DAY_15,['dense smoke from the fire will impact travel on the interstate 5 fwy in both directions north and south in the pyramid lake area by affecting traffic from los angeles to bakersfield.. the fire was held at the 1-5 fwy corridor east of frenchmans flat and spot fires that crossed the dozer line in div. a & b were mitigated. the fire crossed the control line on the s/w perimeter at the agua blanca drainage.. very steep and inaccessible terrain. multiple jurisdictions in relation to protection of critical infrastructure (communications sites  municipal watersheds  electrical facilities/infrastructure  interstate highways) in close proximity to the fire. use of minimum impact suppression tactics (mist) in wilderness and threatened/endangered species habitat. protection of heritage resources. public safety along interstate 5 fwy corridor. prevention of the spread of the new zealand mud snail north of pyramid dam and into piru lake.'],0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
161,2014_002299_COFFEE_10,['times shown in block 11 are defaulted to central standard time.. the fire continued to back minimally in all divisions overnight. cooler temperatures and higher relative humidity helped slow growth.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2013_KY-DBF-130036_WIND CAVE_0,['fire escaped containment today and grew by 95 acres.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2006_CA-BDU-006570_GOODALE_2,['acreage decreased due to better mapping.. mandatory evacuation of goodale campground  voluntary evacuation of aberdeen.. limited access due to lava rock  and shifting erratic winds'],1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
164,2008_CA-STF-1063_NORTH MOUNTAIN_8,['drew meadows base camp is in full operation. a mobile medical group provided large scale treatment for poison oak last night.. type helicopter has arrived on incident and will begin operations today.. steep and inaccessible terrain  limited number of resources. long travel distance for crews  extended evacuation times for large groups of children at camp mather due to limited access  narrow roads and transportation availability.'],1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
165,2014_140102_SHOE BARN_0,['backing and flanking in the interior.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2009_AK-TAD-000284_ZITZIANA_28,['this will be the last report until the fire is out or significant activity occurs.. de-mobbed of all personnel off the fire.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2011_OR-WWF-000848_CHICKEN HILL_3,['large increase in costs is due to more updated and accurate cost reporting in isuite. the usfs 5185 road and the s705 road is closed due to fire traffic.. 200-foot perimeter mop-up on division a; 300-foot perimeter mop-up on divisions b and l.  all but one spot fire has been declared out.'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,2014_005564_JULY COMPLEX_42,['the complex consists of the whites  leef  rays and man fires.  the leef fire at 17 acres is 100% contained and in patrol status  the rays fire is 100% contained at 21 acres. forest closures:  the trails within the whites fire have been closed until the fire is fully suppressed. please see http://www.fs.usda.gov/alerts/klamath/alerts-notices for details. block 7: 0600 ics-209 acres is normally based on ir and 1800 ics-209 acres is estimated.. whites fire:  minimal activity overnight.  man fire: the fire continues to flank on the north side of wooley creek with minimal fire behavior. rolling material and fire activity in the bottom of the drainage continues to attempt to establish on the south side of wooley creek.'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,2006_TX-TXS-066070_ATASCOSA COMPLEX_1,['the mccoy and campbellton fires were controlled 03/10/2006 at 1800  the somerset and pleasanton fires are 90 contained.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2013_LA-KIF-000001_MILL BRANCH_2,['monitior perimeter'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2013_NV-EKD-101020_NORTH VALLEY_3,['last report.. all resources demobed today. last report.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2010_HI-DFW-10-0021_MAUNA KEA  33 FIRE_0,['the fire is threatening the mauna kea state park.  fifteen structures and outbuildings are currently being threatened.  elevation and tterrain make it difficult to establish any kind of control line.  the fmag process has been initiated.. difficult topography and inaccessible terrain; extreme drought conditions in effect'],0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,2009_TX-TXS-990109_MCELROY_1,['fire is burning through the retardant lines and moving to the south.. the kc and 03 ranches the associated ranch infrastructure and grazing lands.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
174,2009_CO-GRD-000144_ROAN CLIFFS_0,['as of this report  acres burning in ut est at 198 and co at 686.. fire is burning for resource benefit. all resources assigned will continue to monitor the fire  track growth and movement  and assess/protect gas oil and ranching improvements in the area.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
175,2006_TX-TXS-066156_SPIKE BOX RANCH COMPLEX_5,['this fire is being managed under unified command between the lone star state imt2 (hannemann) and the georgia state imt2 (kline/floyd). local goverments and fire agencies are also assisting with fire management.. monitored on ground by tfs personnel  and declared 100% contained.. rugged terrain and extreme fire behavior have hampered control efforts.'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
